,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,ho_mort,ho_rent
588,3000.0,7.51,36,1,11.31,3500.0,735-739,9.0,0.0,2.0,3,0,1
589,35000.0,10.16,36,4,25.56,9220.0,760-764,12.0,40782.0,1.0,10,0,1
590,1700.0,6.99,36,1,5.2,2250.0,750-754,4.0,4527.0,0.0,5,0,1
591,8800.0,7.51,36,3,20.73,4833.0,790-794,6.0,306.0,4.0,5,1,0
592,24250.0,12.18,36,4,17.65,8910.42,740-744,16.0,81940.0,0.0,10,1,0
593,10750.0,11.14,36,3,11.91,4416.67,720-724,9.0,12619.0,1.0,2,1,0
594,6000.0,15.96,36,4,24.85,3264.0,660-664,13.0,6347.0,1.0,10,1,0
595,15000.0,10.16,36,3,18.57,5000.0,700-704,13.0,33389.0,0.0,10,1,0
596,15000.0,14.33,36,3,16.38,5500.0,700-704,10.0,12413.0,2.0,3,1,0
597,10000.0,13.11,36,3,14.12,7500.0,680-684,12.0,3235.0,0.0,6,0,1
598,5950.0,12.12,36,3,21.54,5000.0,690-694,9.0,47746.0,0.0,10,1,0
599,10000.0,10.99,36,4,8.23,5833.33,700-704,15.0,11620.0,0.0,0,0,0
600,4000.0,15.23,36,3,10.73,2916.67,670-674,6.0,1651.0,1.0,6,0,1
601,15000.0,7.88,36,2,0.53,10417.0,780-784,8.0,1343.0,1.0,0,1,0
602,10000.0,15.31,36,4,18.6,2500.0,665-669,8.0,9092.0,1.0,0,0,1
603,8875.0,13.11,36,3,30.46,2166.67,700-704,9.0,6797.0,1.0,2,0,0
604,2400.0,10.74,36,3,11.2,2000.0,705-709,4.0,3055.0,0.0,10,0,1
605,25000.0,20.53,60,4,18.5,8000.0,675-679,9.0,19548.0,0.0,3,0,1
606,5500.0,16.07,36,3,19.35,3937.08,685-689,6.0,689.0,8.0,10,1,0
607,6000.0,12.53,36,3,23.07,2916.67,685-689,11.0,3334.0,0.0,2,0,1
608,18000.0,19.05,60,4,6.28,7500.0,690-694,8.0,20675.0,1.0,10,1,0
609,28000.0,7.9,36,3,5.81,7000.0,800-804,8.0,771.0,2.0,9,1,0
610,32000.0,16.29,60,4,15.14,7055.0,725-729,8.0,16174.0,1.0,6,0,1
611,6000.0,13.11,36,3,4.53,2625.0,690-694,5.0,4299.0,1.0,10,0,1
612,7200.0,8.9,60,4,25.16,3750.0,750-754,13.0,7283.0,0.0,6,1,0
613,11500.0,11.14,36,4,10.47,2916.67,700-704,6.0,9562.0,0.0,0,0,1
614,4800.0,5.42,36,1,10.23,6333.33,790-794,13.0,10704.0,0.0,10,1,0
615,4000.0,10.65,36,4,23.4,2333.33,685-689,21.0,3522.0,0.0,7,1,0
616,15000.0,10.65,36,3,14.36,9083.33,720-724,11.0,26902.0,0.0,3,0,1
617,15000.0,17.99,36,4,21.04,5319.17,675-679,13.0,5613.0,3.0,2,1,0
618,25000.0,12.42,36,4,1.05,16666.67,705-709,7.0,2839.0,0.0,10,1,0
619,4800.0,18.75,60,3,27.69,1560.0,680-684,9.0,6563.0,0.0,0,0,1
620,9500.0,6.62,36,4,19.28,3583.33,735-739,8.0,5240.0,0.0,10,1,0
621,15000.0,12.53,36,2,13.78,8750.0,705-709,8.0,21702.0,3.0,1,1,0
622,6000.0,13.98,36,4,7.73,6250.0,675-679,6.0,3507.0,0.0,4,0,1
623,12300.0,6.03,36,4,7.15,6666.67,740-744,10.0,10976.0,0.0,10,0,1
624,24000.0,7.51,36,3,17.95,4250.0,755-759,6.0,19509.0,0.0,0,0,0
625,2000.0,11.12,36,3,20.5,6833.33,705-709,19.0,20653.0,5.0,5,1,0
626,14000.0,9.76,36,4,22.55,8750.0,710-714,8.0,25026.0,0.0,10,1,0
627,10000.0,12.12,36,4,5.95,5000.0,700-704,5.0,10752.0,0.0,4,0,0
628,13000.0,9.63,36,3,16.14,3500.0,785-789,6.0,0.0,1.0,1,1,0
629,5000.0,16.29,60,3,11.8,5416.67,690-694,7.0,8745.0,1.0,4,0,1
630,6000.0,12.42,36,3,11.68,2500.0,670-674,6.0,9482.0,0.0,2,0,1
631,10050.0,14.33,36,4,6.07,2916.67,710-714,9.0,7413.0,1.0,6,0,1
632,4800.0,7.9,36,4,19.07,,720-724,12.0,6813.0,3.0,0,0,1
633,14400.0,10.74,36,4,5.9,6833.33,700-704,15.0,10017.0,0.0,10,1,0
634,11625.0,15.31,36,4,16.73,2833.33,695-699,8.0,17469.0,0.0,10,0,1
635,18200.0,10.16,36,3,7.95,4750.0,720-724,13.0,16184.0,2.0,3,0,1
636,20000.0,13.35,36,4,15.68,9160.0,710-714,9.0,32392.0,1.0,10,1,0
637,9600.0,17.27,60,3,12.9,3333.33,695-699,7.0,13648.0,1.0,10,0,1
638,9000.0,11.83,36,1,0.48,4833.0,715-719,6.0,0.0,1.0,4,0,1
639,35000.0,18.25,60,4,27.69,8083.33,725-729,15.0,29300.0,0.0,10,0,1
640,1900.0,7.51,36,4,19.27,6000.0,735-739,12.0,18397.0,2.0,10,1,0
641,20000.0,13.67,36,4,15.34,5166.67,710-714,8.0,12394.0,1.0,6,0,1
642,2400.0,10.37,36,2,9.54,3166.67,675-679,6.0,2174.0,0.0,1,1,0
643,4500.0,11.71,36,4,15.87,3333.33,675-679,15.0,11963.0,0.0,6,1,0
644,12000.0,12.12,36,4,19.41,8750.0,710-714,10.0,32028.0,1.0,4,1,0
645,10000.0,8.63,36,4,5.91,7500.0,730-734,16.0,18343.0,0.0,7,1,0
646,11575.0,7.9,36,4,17.47,2833.33,730-734,8.0,5654.0,0.0,10,1,0
647,20000.0,6.62,36,3,21.61,8161.33,720-724,14.0,27904.0,1.0,8,1,0
648,6000.0,14.7,36,4,10.23,6500.0,640-644,6.0,4103.0,0.0,1,0,1
649,2800.0,10.0,36,4,20.32,3250.0,700-704,4.0,8717.0,0.0,5,0,1
650,6000.0,14.09,36,3,9.93,4250.0,680-684,6.0,5815.0,1.0,3,0,1
651,20000.0,6.91,36,4,15.16,9208.0,735-739,10.0,20965.0,0.0,3,0,1
652,22000.0,13.99,60,4,18.28,6083.33,720-724,9.0,20181.0,0.0,8,1,0
653,10000.0,13.11,36,4,20.34,5416.67,675-679,9.0,8066.0,0.0,10,0,1
654,9450.0,12.12,36,3,11.74,4666.67,690-694,13.0,17639.0,2.0,10,1,0
655,10400.0,7.66,36,4,13.02,6354.0,725-729,10.0,19656.0,3.0,10,1,0
656,15875.0,15.28,60,4,22.1,3000.0,720-724,5.0,14289.0,2.0,2,0,1
657,18000.0,12.12,60,3,14.89,8333.33,730-734,7.0,4038.0,0.0,5,1,0
658,8000.0,8.9,36,3,2.93,5000.0,710-714,8.0,5540.0,0.0,2,0,1
659,12000.0,14.33,36,4,20.06,4166.67,760-764,8.0,14163.0,0.0,2,0,1
660,20000.0,6.54,60,4,12.36,5000.0,795-799,9.0,7960.0,2.0,10,0,0
661,10000.0,16.77,36,4,18.55,2916.67,660-664,9.0,7565.0,3.0,4,0,1
662,24500.0,19.03,60,4,23.02,4497.0,680-684,13.0,18906.0,0.0,10,0,1
663,10000.0,12.12,36,4,19.58,6250.0,695-699,17.0,16348.0,0.0,5,0,1
664,3600.0,7.9,36,3,26.21,4166.67,735-739,19.0,25.0,2.0,3,1,0
665,12000.0,17.49,60,4,6.94,5445.0,670-674,8.0,4904.0,0.0,9,1,0
666,6950.0,10.74,36,3,20.71,4583.33,685-689,7.0,18814.0,0.0,10,0,0
667,8525.0,10.16,36,4,26.14,4583.33,705-709,8.0,31398.0,0.0,10,1,0
668,5000.0,14.33,36,3,28.51,2750.0,690-694,14.0,5957.0,2.0,3,0,1
669,4800.0,18.25,60,4,13.81,3750.0,695-699,13.0,16302.0,0.0,10,0,1
670,6000.0,13.35,36,4,21.36,5000.0,665-669,11.0,4363.0,3.0,10,1,0
671,4000.0,19.22,60,3,9.03,3700.0,680-684,19.0,2177.0,2.0,2,0,1
672,14000.0,6.03,36,4,14.67,7500.0,745-749,12.0,16648.0,0.0,10,0,1
673,23500.0,14.65,36,4,19.48,4000.0,685-689,7.0,20542.0,0.0,0,0,1
674,2500.0,15.95,36,1,24.07,1500.0,665-669,10.0,2684.0,3.0,1,1,0
675,2000.0,6.17,36,1,2.63,1600.0,745-749,9.0,736.0,0.0,3,0,1
676,24000.0,16.29,60,3,11.77,7800.0,675-679,11.0,20676.0,3.0,2,1,0
677,12800.0,11.49,60,4,6.72,4166.67,725-729,7.0,11992.0,1.0,1,1,0
678,8000.0,7.9,36,2,21.58,5166.67,725-729,5.0,0.0,0.0,1,0,1
679,3000.0,9.99,36,3,21.3,2333.33,710-714,10.0,3168.0,1.0,1,0,0
680,7000.0,7.9,36,3,1.41,12500.0,725-729,4.0,5093.0,0.0,7,0,1
681,18000.0,13.48,36,3,6.24,8333.33,690-694,13.0,14838.0,0.0,10,1,0
682,9000.0,14.11,36,4,8.21,4167.0,670-674,7.0,19696.0,1.0,3,1,0
683,11000.0,10.99,36,4,4.26,6666.67,695-699,11.0,4124.0,0.0,4,1,0
684,6000.0,7.9,36,1,14.99,4416.67,720-724,10.0,2928.0,0.0,2,0,1
685,6500.0,7.74,36,4,18.0,1500.0,785-789,5.0,2816.0,0.0,2,0,1
686,19500.0,18.49,36,3,9.79,10000.0,675-679,16.0,14957.0,1.0,2,0,1
687,16000.0,17.27,60,1,19.26,7000.0,695-699,7.0,5231.0,1.0,10,0,1
688,18000.0,14.33,60,4,13.98,12916.67,685-689,11.0,14890.0,2.0,10,1,0
689,30000.0,23.33,60,4,17.39,7083.33,665-669,21.0,56145.0,1.0,10,1,0
690,10000.0,14.09,36,4,5.82,8750.0,660-664,14.0,11394.0,0.0,3,0,1
691,16000.0,15.58,60,4,12.86,5427.42,700-704,11.0,19407.0,1.0,5,1,0
692,35000.0,17.58,36,4,11.8,13333.33,690-694,12.0,21393.0,1.0,10,1,0
693,8000.0,13.72,36,2,9.67,7758.33,665-669,6.0,12110.0,1.0,2,0,1
694,14500.0,13.11,36,4,28.29,5988.67,700-704,12.0,18020.0,2.0,10,1,0
695,12000.0,10.62,36,3,19.02,5000.0,720-724,9.0,11779.0,0.0,1,0,1
696,4500.0,13.43,36,1,1.23,11500.0,670-674,5.0,1847.0,1.0,1,0,1
697,16500.0,11.83,36,4,17.44,4810.08,725-729,7.0,24351.0,1.0,3,0,1
698,10000.0,9.91,36,4,14.32,3666.67,705-709,9.0,17161.0,0.0,1,1,0
699,35000.0,19.05,60,3,13.4,9166.67,690-694,7.0,26633.0,0.0,1,1,0
700,21000.0,11.09,36,2,21.28,18333.33,745-749,31.0,270800.0,5.0,2,0,0
701,8400.0,15.45,36,4,15.71,7083.33,640-644,7.0,14578.0,3.0,0,0,1
702,6000.0,7.9,36,3,9.31,1750.0,705-709,14.0,5056.0,0.0,6,0,0
703,12000.0,19.22,36,4,14.62,4166.67,665-669,3.0,6309.0,0.0,6,0,0
704,12100.0,16.89,36,3,11.16,6166.67,665-669,5.0,2081.0,0.0,4,1,0
705,25000.0,14.09,36,2,4.79,6833.33,675-679,5.0,8811.0,0.0,8,1,0
706,16000.0,6.03,36,4,14.48,7333.33,780-784,11.0,71838.0,1.0,10,1,0
707,27000.0,18.25,36,2,22.32,8583.33,690-694,9.0,6658.0,1.0,8,1,0
708,12250.0,18.75,36,4,17.21,2916.67,665-669,7.0,10523.0,0.0,7,0,0
709,10000.0,17.77,36,4,22.6,2500.0,665-669,12.0,12938.0,2.0,4,0,1
710,9175.0,13.67,36,3,19.43,7083.33,675-679,8.0,25639.0,0.0,8,1,0
711,14075.0,15.31,36,4,25.7,4000.0,680-684,13.0,11907.0,2.0,5,0,0
712,13100.0,18.55,36,4,23.24,7968.75,660-664,19.0,19607.0,1.0,10,0,1
713,14675.0,8.9,36,4,14.95,4000.0,715-719,6.0,12764.0,0.0,7,1,0
714,5000.0,11.14,36,1,2.84,3200.0,710-714,6.0,2650.0,2.0,3,0,1
715,18000.0,13.11,36,4,26.54,4166.67,670-674,11.0,16680.0,0.0,10,1,0
716,12000.0,7.62,36,4,15.1,5666.67,775-779,7.0,12094.0,0.0,10,0,1
717,19400.0,14.33,36,4,16.15,4583.33,680-684,12.0,12434.0,0.0,7,1,0
718,18000.0,12.12,36,4,19.29,3333.33,665-669,15.0,26573.0,0.0,10,0,1
719,12000.0,17.77,36,4,9.84,7500.0,665-669,11.0,15866.0,0.0,7,1,0
720,8000.0,13.11,36,4,26.11,4166.67,675-679,15.0,11500.0,0.0,0,1,0
721,23750.0,19.72,60,4,14.22,8333.33,710-714,12.0,10549.0,3.0,2,0,1
722,7500.0,15.58,36,4,10.74,5000.0,695-699,8.0,8257.0,0.0,2,1,0
723,5500.0,12.69,36,4,21.24,1666.67,680-684,7.0,5056.0,1.0,0,0,1
724,16950.0,17.27,60,4,26.62,3583.33,710-714,7.0,12588.0,3.0,10,1,0
725,3000.0,11.14,36,1,27.74,4333.33,715-719,6.0,6346.0,0.0,5,1,0
726,1600.0,13.49,36,4,12.1,3200.0,670-674,5.0,1214.0,0.0,6,0,1
727,6000.0,7.49,36,2,14.66,5833.33,715-719,12.0,7961.0,0.0,9,1,0
728,7350.0,12.12,36,4,19.85,3355.05,695-699,19.0,11626.0,3.0,10,0,0
729,12825.0,17.77,36,4,24.41,3416.67,670-674,15.0,8539.0,1.0,10,1,0
730,24000.0,21.0,60,4,23.69,6500.0,685-689,17.0,36555.0,3.0,6,1,0
731,10000.0,18.49,60,4,16.47,4104.67,695-699,5.0,7597.0,0.0,5,0,1
732,5500.0,14.33,36,4,27.83,1541.67,675-679,5.0,10481.0,1.0,0,0,0
733,17500.0,14.72,36,4,9.3,9519.75,695-699,9.0,31279.0,0.0,10,0,1
734,10000.0,13.11,36,3,19.01,7500.0,680-684,11.0,14426.0,1.0,9,1,0
735,20000.0,6.17,36,4,12.27,8083.33,770-774,13.0,29813.0,1.0,10,1,0
736,11600.0,6.99,36,4,8.62,5833.33,735-739,8.0,2671.0,1.0,0,0,1
737,12000.0,13.99,60,4,12.98,4166.67,715-719,8.0,2316.0,1.0,3,0,1
738,13000.0,11.26,36,3,14.05,7666.67,720-724,8.0,9551.0,0.0,9,1,0
739,8575.0,17.27,36,4,9.84,2500.0,665-669,6.0,8807.0,2.0,7,0,1
740,6100.0,14.09,36,3,9.51,6666.67,685-689,10.0,5665.0,2.0,2,0,1
741,14000.0,15.31,36,3,14.26,5000.0,680-684,5.0,11249.0,2.0,10,1,0
742,10500.0,14.33,36,4,19.55,5666.67,670-674,7.0,11301.0,0.0,10,1,0
743,19600.0,21.49,60,3,9.76,4170.0,675-679,8.0,11669.0,0.0,4,0,1
744,15000.0,15.8,36,3,10.27,3333.33,670-674,11.0,10108.0,0.0,4,0,1
745,8000.0,17.27,36,3,5.28,5833.33,725-729,11.0,12484.0,1.0,10,1,0
746,20000.0,21.49,36,4,27.47,7750.0,660-664,15.0,26976.0,0.0,2,1,0
747,11000.0,12.53,36,4,18.89,3500.0,700-704,6.0,6811.0,1.0,2,0,1
748,6000.0,17.9,36,3,6.6,4166.67,675-679,5.0,3433.0,1.0,2,0,1
749,12000.0,11.14,36,4,3.11,10833.33,705-709,12.0,11941.0,0.0,2,1,0
750,17000.0,13.11,36,4,16.92,5083.33,690-694,10.0,8890.0,0.0,7,0,1
751,6250.0,7.9,36,4,8.45,1916.67,720-724,6.0,3295.0,0.0,1,0,1
752,27825.0,23.76,60,4,12.86,6250.0,665-669,16.0,27093.0,1.0,4,0,1
753,30000.0,15.31,36,4,15.42,8333.33,680-684,21.0,29060.0,1.0,8,0,1
754,4200.0,14.11,36,2,4.62,1558.42,675-679,6.0,2255.0,1.0,0,1,0
755,3800.0,21.98,36,3,8.31,4333.33,680-684,6.0,4843.0,2.0,7,0,1
756,2000.0,15.31,36,4,21.43,2766.67,670-674,5.0,2162.0,3.0,0,0,1
757,6000.0,14.09,36,4,24.25,4000.0,680-684,12.0,24934.0,1.0,10,0,1
758,21000.0,19.05,60,4,16.24,8416.67,685-689,8.0,8764.0,2.0,5,0,1
759,2500.0,13.49,36,3,6.24,5416.67,680-684,8.0,15373.0,0.0,6,0,1
760,2400.0,16.77,36,3,17.0,2700.0,690-694,3.0,3418.0,1.0,3,0,1
761,13000.0,10.74,36,3,15.46,2166.67,720-724,4.0,11101.0,0.0,3,0,1
762,4800.0,14.65,36,3,13.9,5000.0,665-669,8.0,7391.0,0.0,2,0,1
763,17475.0,9.91,36,3,17.76,3333.33,730-734,15.0,17261.0,1.0,2,0,1
764,16450.0,21.97,60,4,25.59,2833.33,670-674,23.0,12670.0,2.0,5,1,0
765,14000.0,14.65,36,4,3.47,8750.0,680-684,6.0,9035.0,1.0,10,1,0
766,2500.0,17.27,36,3,11.34,5833.33,665-669,8.0,14122.0,0.0,8,1,0
767,8000.0,18.49,36,4,14.45,4166.67,660-664,10.0,9425.0,2.0,4,0,1
768,5000.0,12.53,36,4,21.49,3108.33,705-709,8.0,0.0,0.0,2,0,1
769,15000.0,13.11,36,4,12.78,9000.0,690-694,19.0,11016.0,0.0,0,0,1
770,25000.0,12.69,60,2,3.83,22916.67,720-724,13.0,34069.0,0.0,10,1,0
771,3000.0,8.9,36,4,32.0,1000.0,700-704,7.0,9730.0,0.0,0,0,1
772,6000.0,7.9,36,3,33.64,4116.67,705-709,16.0,33746.0,0.0,1,0,1
773,7800.0,10.65,36,4,7.15,4000.0,720-724,6.0,11063.0,2.0,9,1,0
774,25000.0,7.9,36,4,18.66,7083.33,710-714,17.0,47504.0,0.0,9,1,0
775,18500.0,15.33,36,3,5.24,7500.0,660-664,8.0,22379.0,0.0,1,0,1
776,12000.0,12.99,60,2,16.67,9166.67,710-714,11.0,25165.0,0.0,2,1,0
777,5000.0,15.99,36,4,5.26,2416.67,665-669,5.0,1620.0,0.0,6,1,0
778,2500.0,10.59,60,3,2.15,3958.0,745-749,4.0,3417.0,0.0,2,0,0
779,16000.0,16.29,60,4,5.76,5083.33,710-714,7.0,8729.0,1.0,10,1,0
780,25000.0,15.31,60,4,3.98,5666.67,745-749,6.0,11079.0,0.0,3,0,1
781,2000.0,16.89,36,3,11.91,3400.0,660-664,3.0,747.0,3.0,10,0,1
782,2200.0,10.16,36,1,24.15,3400.0,730-734,6.0,1453.0,0.0,5,1,0
783,14000.0,10.25,36,4,9.26,8333.33,730-734,8.0,40267.0,1.0,10,1,0
784,3000.0,13.11,36,4,32.21,2583.33,670-674,13.0,6683.0,0.0,1,1,0
785,11425.0,9.91,36,4,19.47,4750.0,730-734,9.0,6359.0,3.0,8,1,0
786,17325.0,17.27,60,4,30.24,3750.0,705-709,13.0,31362.0,1.0,9,0,1
787,5425.0,8.49,36,4,21.16,6333.33,730-734,21.0,25996.0,3.0,10,1,0
788,20000.0,22.78,60,4,1.63,12500.0,665-669,5.0,5407.0,0.0,5,0,1
789,3300.0,11.71,36,1,4.16,3730.0,700-704,7.0,3675.0,1.0,1,0,1
790,2000.0,17.27,36,2,20.51,3750.0,670-674,10.0,1371.0,1.0,7,1,0
791,26500.0,13.11,36,2,13.99,5833.33,745-749,8.0,64504.0,2.0,5,0,1
792,17975.0,18.55,36,4,18.55,4833.33,670-674,10.0,17448.0,0.0,7,0,1
793,15000.0,13.47,36,4,14.06,4458.33,700-704,15.0,7701.0,1.0,6,0,1
794,16400.0,13.99,60,4,23.6,3500.0,725-729,11.0,16693.0,1.0,5,0,1
795,13500.0,13.99,60,4,12.59,8833.33,700-704,11.0,18978.0,0.0,2,1,0
796,12000.0,15.27,36,4,3.9,7083.33,670-674,7.0,6040.0,1.0,2,0,1
797,16750.0,21.48,60,4,21.88,2833.33,665-669,12.0,7903.0,0.0,3,0,1
798,8000.0,12.18,36,1,1.24,1125.0,745-749,2.0,707.0,0.0,2,0,1
799,10000.0,9.76,36,4,14.08,5416.67,710-714,8.0,10560.0,0.0,3,1,0
800,10000.0,15.21,36,4,10.93,7083.0,670-674,13.0,11890.0,0.0,3,0,1
801,5525.0,13.85,36,3,21.03,6620.0,720-724,8.0,37573.0,2.0,10,1,0
802,17200.0,19.69,60,2,9.95,3666.67,705-709,4.0,2117.0,3.0,2,0,1
803,19600.0,16.29,36,3,29.38,4166.67,680-684,17.0,22053.0,1.0,3,0,1
804,4000.0,11.48,36,4,22.93,3833.33,715-719,9.0,0.0,0.0,2,1,0
805,13000.0,13.11,36,4,10.58,5000.0,735-739,3.0,11090.0,1.0,1,0,1
806,8000.0,9.63,36,3,0.24,4250.0,790-794,4.0,132.0,3.0,5,0,1
807,25000.0,10.08,36,2,10.42,7916.67,755-759,23.0,16386.0,0.0,4,1,0
808,20000.0,10.25,36,2,11.35,7083.33,750-754,14.0,18196.0,0.0,3,0,1
809,27575.0,17.27,60,4,18.28,7833.33,680-684,20.0,28055.0,2.0,7,1,0
810,24000.0,14.33,36,4,15.86,7500.0,670-674,5.0,2426.0,0.0,10,1,0
811,7000.0,18.49,36,2,15.92,5000.0,660-664,11.0,13665.0,1.0,5,0,1
812,12000.0,16.77,60,4,10.71,3500.0,685-689,6.0,26874.0,0.0,10,1,0
813,14000.0,19.03,60,4,13.52,3616.0,670-674,9.0,13923.0,0.0,2,1,0
814,10000.0,11.14,36,4,12.92,2500.0,725-729,8.0,14257.0,0.0,3,0,1
815,7750.0,6.03,36,4,22.01,4766.67,780-784,14.0,4667.0,3.0,6,0,1
816,15000.0,13.67,36,4,17.19,3333.33,690-694,8.0,10820.0,0.0,5,0,0
817,15000.0,11.86,36,4,12.2,5000.0,705-709,9.0,3470.0,3.0,10,1,0
818,25000.0,15.31,36,4,13.0,5416.67,685-689,10.0,22824.0,0.0,6,0,1
819,15000.0,14.91,60,4,8.08,4407.0,720-724,8.0,15818.0,1.0,0,1,0
820,5000.0,16.29,36,4,16.06,8750.0,660-664,12.0,19598.0,1.0,2,1,0
821,5000.0,12.98,36,2,17.29,3250.0,665-669,18.0,4656.0,0.0,3,1,0
822,35000.0,15.31,36,4,15.0,6666.67,680-684,22.0,33472.0,0.0,10,0,1
823,7500.0,15.37,36,4,17.5,5000.0,675-679,11.0,16422.0,0.0,0,0,0
824,25000.0,10.36,60,2,16.26,3333.33,765-769,6.0,22713.0,1.0,10,1,0
825,3800.0,11.12,36,1,15.45,5416.67,700-704,11.0,9266.0,0.0,10,1,0
826,2800.0,8.9,36,3,27.76,3250.0,700-704,13.0,22401.0,0.0,10,0,1
827,6250.0,7.49,36,3,23.97,2900.0,730-734,13.0,21536.0,0.0,2,1,0
828,18000.0,9.91,36,4,11.85,3333.33,725-729,13.0,10416.0,2.0,5,1,0
829,6000.0,17.27,36,4,29.13,2752.92,660-664,12.0,4569.0,2.0,0,0,1
830,20000.0,14.09,36,4,34.91,4583.33,710-714,8.0,6510.0,1.0,2,1,0
831,8000.0,11.14,36,4,23.93,2666.67,700-704,11.0,10128.0,0.0,5,0,1
832,12000.0,6.62,36,2,4.81,9833.33,790-794,15.0,5584.0,2.0,10,1,0
833,24000.0,11.12,60,2,11.99,5686.67,775-779,6.0,1726.0,2.0,2,0,0
834,3000.0,11.49,36,4,9.22,4900.0,690-694,6.0,3996.0,1.0,10,0,1
835,5000.0,6.99,36,1,8.51,3750.0,745-749,12.0,3998.0,0.0,6,1,0
836,21850.0,13.99,60,4,17.95,3750.0,730-734,5.0,7102.0,0.0,3,0,1
837,21850.0,23.28,60,2,26.95,5833.33,675-679,21.0,29643.0,2.0,3,1,0
838,10000.0,13.47,36,3,14.2,6666.67,690-694,8.0,126402.0,2.0,9,1,0
839,15000.0,15.68,36,3,2.68,2500.0,680-684,6.0,3004.0,2.0,1,0,0
840,9600.0,7.29,36,3,9.66,6048.0,740-744,7.0,15700.0,0.0,7,0,1
841,25000.0,20.5,36,3,14.72,7301.58,670-674,18.0,21675.0,0.0,4,0,1
842,25000.0,11.49,60,2,4.95,3333.33,780-784,9.0,3367.0,3.0,2,1,0
843,30000.0,7.9,36,2,0.34,13416.67,810-814,9.0,2174.0,3.0,10,0,1
844,20000.0,16.89,60,4,6.83,4000.0,700-704,6.0,5845.0,0.0,10,0,0
845,14825.0,13.67,36,3,9.55,2500.0,695-699,8.0,8073.0,1.0,2,0,1
846,8000.0,17.27,36,4,1.98,6000.0,670-674,5.0,5032.0,2.0,10,1,0
847,20000.0,11.71,36,4,14.95,10416.67,720-724,12.0,26179.0,2.0,1,1,0
848,7000.0,7.9,36,2,20.96,2300.0,765-769,4.0,0.0,0.0,10,0,0
849,20000.0,10.62,36,4,12.58,2416.67,760-764,5.0,6011.0,0.0,1,1,0
850,5000.0,11.03,36,1,0.47,3166.67,680-684,5.0,4254.0,5.0,0,0,1
851,17625.0,13.11,36,3,14.88,3333.33,675-679,6.0,20266.0,0.0,2,0,1
852,7150.0,13.11,36,4,12.33,3666.67,685-689,11.0,10561.0,1.0,0,0,1
853,25000.0,10.36,36,4,0.94,8533.33,720-724,9.0,28038.0,0.0,10,0,1
854,15000.0,14.33,36,4,33.42,4500.0,675-679,20.0,13369.0,0.0,0,0,1
855,9000.0,6.62,36,4,13.85,4166.67,765-769,5.0,7853.0,0.0,1,0,1
856,17600.0,16.35,36,4,17.35,7500.0,665-669,16.0,14555.0,0.0,7,1,0
857,10000.0,12.68,36,4,13.96,2500.0,690-694,6.0,10481.0,1.0,0,0,1
858,11200.0,15.2,60,2,16.47,6750.0,675-679,15.0,19051.0,0.0,4,1,0
859,13225.0,15.31,36,4,27.07,5833.33,680-684,11.0,18569.0,1.0,10,0,1
860,4000.0,11.14,36,3,33.8,3333.33,700-704,12.0,12922.0,0.0,4,1,0
861,12000.0,10.99,36,3,9.46,12083.33,720-724,7.0,43299.0,2.0,3,1,0
862,35000.0,19.05,36,4,21.12,13750.0,735-739,38.0,99549.0,2.0,10,1,0
863,25000.0,14.59,36,4,24.64,8750.0,705-709,11.0,20798.0,1.0,0,0,1
864,9000.0,6.03,36,4,12.23,5000.0,750-754,13.0,5224.0,0.0,7,1,0
865,18225.0,12.12,36,4,20.87,4850.0,700-704,7.0,37592.0,0.0,3,1,0
866,4750.0,14.72,36,3,3.0,866.67,660-664,6.0,740.0,0.0,0,0,0
867,14400.0,6.62,36,2,6.71,12500.0,770-774,6.0,1280.0,0.0,10,1,0
868,30000.0,23.76,60,4,14.25,6928.13,660-664,6.0,28665.0,1.0,10,0,1
869,13475.0,12.12,36,3,19.46,2250.0,715-719,3.0,11674.0,0.0,0,1,0
870,10000.0,19.05,36,3,17.95,3750.0,675-679,10.0,7034.0,1.0,6,1,0
871,12000.0,6.62,36,3,9.46,5833.33,740-744,9.0,12028.0,0.0,8,1,0
872,6000.0,16.89,60,4,18.39,3083.0,695-699,3.0,1181.0,0.0,3,0,1
873,9500.0,6.54,36,3,14.43,7500.0,725-729,13.0,100233.0,0.0,10,1,0
874,12000.0,10.38,60,3,16.98,3791.67,780-784,10.0,59495.0,1.0,10,1,0
875,5000.0,8.9,36,3,15.93,6666.67,705-709,10.0,12307.0,0.0,7,1,0
876,3600.0,8.9,36,4,3.27,1558.33,745-749,4.0,1594.0,0.0,3,0,1
877,27000.0,14.27,60,2,18.28,4833.33,735-739,18.0,12588.0,1.0,7,0,0
878,10000.0,14.27,36,4,10.97,7500.0,665-669,6.0,7778.0,0.0,7,0,1
879,5450.0,13.11,36,2,25.91,3500.0,670-674,9.0,7619.0,0.0,1,0,1
880,16000.0,15.28,60,4,15.33,3006.44,700-704,10.0,11011.0,0.0,10,1,0
881,9750.0,17.27,36,4,21.93,2817.5,670-674,12.0,6324.0,1.0,1,0,1
882,30000.0,7.51,36,1,1.08,10416.67,785-789,6.0,740.0,0.0,5,0,0
