,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
5324,257.0,D00-SS,,0.904636,4,,low,0.891355,Employed,2.0,105007
5325,236.0,D00-SS,,0.959,5,,medium,0.822485,Left,5.0,109652
5326,208.0,D00-ENG,,0.506306,4,,low,0.801712,Employed,4.0,113337
5327,305.0,D00-PD,,0.838046,7,,low,0.072992,Left,4.0,118112
5328,247.0,D00-ENG,,0.539651,4,1.0,high,0.928435,Employed,3.0,102706
5329,258.0,D00-ENG,,0.767079,4,,medium,0.944188,Employed,3.0,106612
5330,242.0,D00-IT,,0.879051,3,,low,0.552492,Employed,2.0,110251
5331,247.0,D00-MN,,0.695355,6,,low,0.75124,Employed,3.0,107384
5332,163.0,D00-ENG,1.0,0.690423,4,,low,0.48376,Employed,2.0,105796
5333,207.0,D00-ENG,,0.711261,4,,medium,0.915235,Employed,2.0,100136
5334,151.0,D00-SS,,,4,,medium,0.950565,Employed,3.0,112633
5335,244.0,D00-SS,,0.507411,5,,medium,0.692799,Employed,4.0,109174
5336,144.0,D00-ENG,1.0,0.717729,2,,low,0.934488,Employed,4.0,118514
5337,137.0,D00-SS,1.0,,3,,low,0.809102,Employed,3.0,112698
5338,221.0,D00-SP,,0.94352,5,,medium,0.839017,Left,6.0,116906
5339,128.0,D00-FN,,0.50368,2,,low,0.342381,Left,3.0,118952
5340,132.0,D00-SP,,0.475155,2,,low,0.38233,Left,3.0,113013
5341,148.0,D00-FN,,0.829636,5,,low,0.990589,Employed,3.0,101590
5342,275.0,D00-ENG,,0.76359,4,,medium,0.619085,Left,6.0,110788
5343,224.0,D00-ENG,,0.783757,3,,low,0.86663,Employed,3.0,109130
5344,261.0,D00-ENG,,,5,,low,0.822206,Employed,3.0,145339
5345,171.0,D00-IT,,0.689206,3,,low,0.939197,Employed,2.0,101631
5346,224.0,,,0.452387,3,,low,0.592485,Employed,6.0,101713
5347,208.0,D00-PD,,0.943662,3,,low,0.896218,Employed,2.0,133318
5348,286.0,D00-SS,,0.779483,2,,medium,0.483354,Employed,6.0,102759
5349,218.0,D00-SS,,0.888233,3,,low,0.17756,Employed,4.0,105527
5350,270.0,D00-PD,,0.729948,3,,low,0.40836,Employed,3.0,107958
5351,128.0,D00-TP,,,2,,medium,,Employed,,117472
5352,180.0,D00-MT,,0.663304,5,,low,0.634261,Employed,2.0,100710
5353,233.0,D00-SS,,0.835392,5,1.0,medium,0.622064,Employed,7.0,102041
5354,228.0,D00-ENG,,,3,,low,0.706549,Employed,2.0,101273
5355,137.0,D00-SS,,0.725964,4,,medium,0.679913,Employed,3.0,101054
5356,226.0,D00-PD,,0.949892,4,,medium,0.811133,Left,5.0,100299
5357,242.0,D00-SS,,0.530197,4,,medium,0.726067,Employed,3.0,116734
5358,218.0,D00-SP,,0.575267,3,,medium,0.546425,Employed,3.0,108514
5359,224.0,D00-SS,,0.985534,2,,low,0.946831,Employed,2.0,116379
5360,173.0,D00-FN,,0.920552,5,,medium,0.948915,Employed,4.0,115652
5361,200.0,D00-SS,1.0,,3,,medium,0.84012,Employed,2.0,102170
5362,188.0,D00-SS,,0.478583,3,,medium,0.437878,Employed,7.0,136203
5363,170.0,D00-SS,,0.839188,4,,medium,0.756463,Employed,6.0,106224
5364,227.0,D00-SS,,0.559702,4,,medium,0.686719,Employed,3.0,114871
5365,170.0,D00-PD,,0.518014,2,,low,0.352082,Employed,3.0,108025
5366,208.0,D00-IT,,0.913824,3,,high,0.927713,Employed,2.0,112141
5367,137.0,D00-ENG,,0.601343,4,,high,0.529089,Employed,4.0,115717
5368,135.0,D00-SP,,0.594405,6,,low,0.343663,Left,5.0,113590
5369,158.0,D00-SS,,0.934865,5,,low,0.849432,Employed,3.0,109365
5370,184.0,D00-AD,,,4,,medium,0.337124,Employed,3.0,113361
5371,197.0,D00-ENG,,0.629601,5,,low,0.554641,Employed,2.0,105678
5372,170.0,D00-IT,,0.741403,2,,low,0.650994,Employed,5.0,110978
5373,214.0,D00-SS,,0.563866,4,,low,0.973961,Employed,2.0,100288
5374,247.0,,,0.939234,4,,low,0.897297,Left,5.0,133129
5375,151.0,D00-ENG,,0.931018,2,,medium,0.711615,Employed,3.0,119706
5376,226.0,D00-ENG,,0.736122,2,,low,0.827658,Employed,3.0,130224
5377,108.0,D00-SS,,0.492774,5,,medium,0.397173,Employed,3.0,102517
5378,148.0,D00-SS,,0.894812,6,,low,0.776073,Employed,4.0,109238
5379,160.0,D00-IT,,0.553133,3,,low,0.92794,Employed,2.0,101424
5380,247.0,D00-SS,,0.814586,6,,medium,0.163233,Left,4.0,110906
5381,166.0,D00-SS,,0.61463,5,,medium,0.82359,Employed,3.0,140571
5382,111.0,D00-SS,,0.799894,5,,medium,0.367348,Employed,4.0,105825
5383,274.0,D00-PD,1.0,0.503998,3,,medium,0.505505,Employed,2.0,105271
5384,226.0,D00-ENG,,0.701038,4,,high,0.721142,Employed,2.0,106089
5385,199.0,D00-SS,1.0,0.866998,5,,medium,0.276329,Employed,5.0,114412
5386,156.0,D00-SS,,,2,,low,0.581412,Employed,3.0,116787
5387,202.0,,,0.976135,5,,low,0.843591,Employed,4.0,116035
5388,150.0,D00-ENG,1.0,0.978207,6,,medium,0.487773,Employed,3.0,104240
5389,189.0,D00-ENG,,0.980342,5,,medium,0.915687,Employed,2.0,107649
5390,162.0,D00-PD,,0.858074,5,,medium,0.882284,Employed,2.0,111256
5391,111.0,D00-MN,,0.63588,5,,medium,0.410671,Employed,5.0,100593
5392,139.0,D00-IT,,0.785527,3,,medium,1.0,Employed,2.0,108466
5393,198.0,D00-SS,,0.760655,4,,medium,0.57573,Employed,3.0,101289
5394,259.0,D00-SP,,0.761654,3,,medium,0.665207,Employed,3.0,117547
5395,186.0,D00-SS,,0.58874,5,,medium,0.860325,Employed,2.0,114183
5396,158.0,D00-ENG,,,3,,low,0.773134,Employed,2.0,110804
5397,212.0,D00-SS,,0.759058,4,,low,0.966335,Employed,3.0,100142
5398,192.0,D00-SS,,,5,,low,0.971075,Employed,2.0,100402
5399,246.0,D00-SP,1.0,0.906935,4,,medium,0.868296,Employed,2.0,109832
5400,271.0,D00-MT,,0.741674,3,,high,0.949915,Employed,4.0,107789
5401,245.0,D00-IT,,0.723653,3,,high,0.271947,Employed,6.0,101724
5402,256.0,,,0.542657,4,,low,0.650662,Employed,6.0,109653
5403,186.0,D00-SP,,0.929026,3,,medium,0.565597,Employed,2.0,109139
5404,186.0,D00-SS,,0.761194,4,,medium,0.551431,Employed,2.0,103734
5405,97.0,D00-SS,,0.364674,4,,medium,0.642532,Employed,4.0,114252
5406,119.0,D00-SP,,0.627021,4,,medium,0.466412,Employed,5.0,112533
5407,223.0,D00-SS,,0.670243,3,,low,0.611452,Employed,4.0,106756
5408,174.0,,,,3,,low,0.523857,Employed,3.0,105563
5409,219.0,D00-SP,,0.696307,3,,low,1.0,Employed,3.0,114542
5410,159.0,D00-ENG,,0.868121,3,,high,0.961235,Employed,3.0,107425
5411,215.0,-IT,,0.835854,2,,medium,0.227742,Employed,2.0,107403
5412,171.0,D00-SP,,0.334554,2,,low,0.701623,Employed,4.0,110758
5413,122.0,D00-SS,,0.424513,5,,low,0.603325,Employed,4.0,102412
5414,296.0,D00-ENG,,0.949796,7,,medium,0.126589,Left,4.0,106809
5415,255.0,D00-FN,,0.620547,2,,low,0.898712,Employed,4.0,116793
5416,171.0,D00-FN,,0.579752,5,,medium,0.574733,Employed,2.0,104371
5417,144.0,D00-SP,,0.666175,3,,low,0.292663,Employed,2.0,119814
5418,136.0,D00-SS,,0.904214,4,,medium,0.845655,Employed,3.0,146907
5419,203.0,D00-IT,,0.685152,3,,medium,0.565699,Employed,4.0,111375
5420,234.0,D00-IT,1.0,0.661544,5,,medium,0.868896,Employed,2.0,106648
5421,238.0,D00-SS,,0.389568,4,,medium,0.142268,Employed,3.0,108744
5422,227.0,D00-SS,,0.917061,5,,medium,0.394422,Employed,5.0,104782
5423,255.0,D00-PD,,0.726962,3,,low,0.938752,Employed,7.0,101205
5424,221.0,D00-SS,,,5,,medium,1.0,Employed,2.0,108489
5425,196.0,D00-SP,,0.982222,4,,medium,0.620826,Employed,3.0,108990
5426,274.0,D00-SS,,0.424523,4,,low,0.670401,Employed,3.0,114859
5427,272.0,D00-SS,,0.926292,7,,medium,0.0917826,Left,4.0,114087
5428,220.0,D00-MN,1.0,0.64005,4,,high,0.616115,Employed,3.0,102157
5429,198.0,D00-SS,,0.584426,5,,medium,0.196679,Employed,5.0,110098
5430,171.0,D00-PD,,0.74079,4,,low,0.233473,Employed,5.0,100278
5431,262.0,D00-PD,1.0,0.92935,3,,low,0.664986,Employed,2.0,112156
5432,198.0,D00-IT,,0.498649,3,,medium,0.871226,Employed,4.0,100484
5433,194.0,D00-FN,,0.795444,4,,medium,0.817956,Employed,3.0,100783
5434,170.0,D00-ENG,,0.596706,5,,medium,0.986023,Employed,2.0,116429
5435,217.0,D00-SS,,0.66706,5,,medium,0.960913,Employed,3.0,110277
5436,191.0,D00-AD,,0.500744,5,,medium,0.388534,Employed,5.0,107475
5437,184.0,D00-MT,1.0,,3,,medium,0.839356,Employed,3.0,105490
5438,140.0,D00-SS,,0.619675,4,,medium,0.772298,Employed,3.0,112285
5439,210.0,D00-SS,,0.567591,4,,medium,0.603523,Employed,3.0,109524
5440,147.0,D00-SS,,0.680838,2,,medium,0.515619,Employed,2.0,105907
5441,194.0,D00-ENG,,0.864981,4,,medium,0.547343,Employed,2.0,102608
5442,217.0,D00-SP,,0.990687,5,,medium,0.717499,Left,6.0,102006
5443,170.0,D00-PD,,,5,,low,0.795548,Employed,3.0,108097
5444,174.0,,,0.964799,3,,low,0.929683,Employed,3.0,112119
5445,97.0,D00-SP,,0.975902,5,,medium,0.376581,Employed,3.0,107479
5446,137.0,D00-MN,,0.932463,4,,medium,0.932449,Employed,4.0,108206
5447,188.0,D00-SS,,0.866271,3,,low,0.666093,Employed,4.0,102375
5448,159.0,D00-SS,,0.954654,3,,medium,0.891392,Employed,2.0,117166
5449,145.0,D00-SS,,0.544986,2,,medium,0.425246,Left,3.0,101653
5450,167.0,D00-MT,,0.943821,3,,medium,0.895448,Employed,3.0,116601
5451,149.0,D00-MT,,,2,,low,0.376832,Left,3.0,106163
5452,190.0,D00-ENG,,0.427938,5,,medium,0.894728,Employed,5.0,112004
5453,224.0,D00-SP,,0.596963,5,,medium,0.815485,Employed,2.0,111637
5454,151.0,D00-SP,,0.694831,3,,low,0.538638,Employed,3.0,115670
5455,127.0,D00-PD,,0.48748,3,,high,0.320082,Employed,4.0,106490
5456,190.0,D00-ENG,,0.558203,3,,medium,0.481205,Employed,3.0,106037
5457,246.0,D00-SP,,0.780983,5,,low,0.96258,Employed,3.0,104876
5458,233.0,D00-MT,1.0,0.928773,5,,low,0.520238,Employed,3.0,118245
5459,240.0,D00-MT,1.0,0.498747,3,,low,0.143221,Employed,2.0,108433
5460,137.0,D00-SP,,0.539301,2,,medium,0.390857,Left,3.0,108810
5461,282.0,D00-ENG,,0.680704,7,,low,0.149832,Left,5.0,114811
5462,235.0,D00-SP,,0.861646,5,,medium,0.795667,Left,5.0,102875
5463,172.0,D00-SS,,0.856956,4,,medium,0.616602,Employed,3.0,109092
5464,179.0,D00-IT,,,3,,low,0.979912,Employed,2.0,101225
5465,263.0,,,0.547931,3,,medium,0.542774,Employed,4.0,106410
5466,203.0,D00-SS,,,3,,low,0.564315,Employed,3.0,116159
5467,241.0,D00-SS,1.0,0.90864,5,,medium,0.843882,Employed,2.0,105181
5468,180.0,D00-SS,,0.730033,4,,low,0.871193,Employed,3.0,101884
5469,193.0,D00-SS,,0.731097,4,,medium,0.725609,Employed,3.0,115957
5470,127.0,D00-AD,,0.549953,2,,medium,0.360305,Left,3.0,102491
5471,162.0,D00-IT,,0.5408,5,,low,0.578735,Employed,4.0,146654
5472,173.0,D00-MT,,,2,,low,0.719227,Employed,3.0,102430
5473,132.0,D00-SS,,0.744767,3,,medium,0.922644,Employed,4.0,135756
5474,271.0,D00-SS,,0.981718,3,,low,0.828495,Employed,3.0,135663
5475,205.0,D00-ENG,,0.777976,3,,medium,1.0,Employed,2.0,101643
5476,142.0,D00-SP,1.0,0.785222,4,,low,0.668268,Employed,2.0,113484
5477,155.0,D00-SS,,0.884311,4,,low,0.666979,Employed,4.0,116064
5478,264.0,D00-ENG,,0.534847,5,,medium,0.834179,Employed,3.0,110975
5479,192.0,D00-MT,1.0,0.759711,3,,low,0.615641,Employed,3.0,100105
5480,226.0,D00-SS,,0.61249,4,,low,0.559707,Employed,7.0,104068
5481,165.0,D00-MN,,0.456151,6,,medium,0.804501,Employed,3.0,118336
5482,102.0,D00-SS,,0.809298,5,,medium,0.851209,Employed,5.0,107621
5483,143.0,D00-SS,,0.577533,2,,medium,0.420635,Left,3.0,116285
5484,134.0,D00-AD,,0.738147,3,,medium,0.589087,Employed,3.0,119123
5485,128.0,D00-SS,,0.511051,2,,medium,0.40817,Left,3.0,111197
5486,255.0,D00-MN,,0.818115,4,,low,0.791656,Left,5.0,106641
5487,126.0,D00-SS,,0.652445,3,,low,0.489329,Employed,2.0,109545
5488,235.0,D00-SS,,0.983863,5,,low,0.874798,Employed,4.0,110612
5489,286.0,D00-ENG,,0.961337,6,,medium,0.167265,Left,4.0,110212
5490,114.0,D00-SP,,0.95515,2,,high,0.957268,Employed,5.0,111600
5491,249.0,D00-PD,,0.819046,5,,medium,0.696566,Left,5.0,100223
5492,168.0,D00-ENG,,0.791761,3,,medium,0.685871,Employed,2.0,118816
5493,171.0,D00-PD,,0.568771,4,,low,0.482001,Employed,3.0,108813
5494,271.0,D00-MN,1.0,0.745484,2,,medium,0.492416,Employed,8.0,109952
5495,134.0,-IT,,0.746617,3,,medium,0.630785,Employed,3.0,111402
5496,213.0,D00-SS,,0.419146,5,,low,0.483643,Employed,3.0,103678
5497,175.0,D00-IT,,,3,,low,0.958841,Employed,3.0,105153
5498,264.0,D00-MN,,0.634161,3,,high,0.818672,Employed,4.0,101253
5499,215.0,D00-SS,,,3,,medium,1.0,Employed,2.0,114091
5500,245.0,D00-MN,,0.579337,4,,low,0.71686,Employed,2.0,115212
5501,245.0,D00-FN,,0.695945,3,,medium,0.918665,Employed,10.0,107369
5502,131.0,D00-FN,,0.523123,5,,low,0.787008,Employed,3.0,116841
5503,239.0,D00-SS,,0.890639,5,,low,0.847889,Left,5.0,138308
5504,219.0,D00-SS,1.0,0.856865,4,,medium,0.566561,Left,2.0,108395
5505,285.0,-IT,1.0,0.756103,5,,medium,0.152048,Left,4.0,103090
5506,144.0,D00-SS,,0.791576,3,,medium,0.933177,Employed,3.0,100234
5507,234.0,D00-SS,,0.506923,4,,medium,0.641096,Employed,2.0,115967
5508,98.0,D00-SS,,0.964739,2,,medium,0.740578,Employed,5.0,119632
5509,205.0,D00-SS,1.0,0.699892,5,,low,0.218905,Employed,4.0,117669
5510,181.0,D00-ENG,,0.65464,3,,low,0.130229,Employed,4.0,108512
5511,176.0,D00-SS,,0.560228,3,,high,0.789439,Employed,3.0,116658
5512,181.0,D00-ENG,,0.529865,3,,medium,0.416238,Employed,5.0,119607
5513,186.0,D00-SS,,0.93699,3,,low,1.0,Employed,4.0,140131
5514,151.0,D00-MT,,,2,,low,0.406181,Left,3.0,118746
5515,183.0,D00-ENG,,,3,,medium,0.728457,Employed,2.0,118163
5516,140.0,D00-MT,,0.911998,3,,medium,0.551842,Employed,3.0,119226
5517,255.0,D00-ENG,,0.729691,5,,low,0.673427,Employed,6.0,105050
5518,237.0,D00-SP,,0.864845,4,,low,0.798312,Left,5.0,117390
5519,113.0,D00-SS,,0.65698,3,,low,0.711215,Employed,4.0,105954
5520,166.0,D00-SS,,0.608459,4,,high,0.794263,Employed,3.0,119540
5521,160.0,D00-SS,,0.660968,3,,medium,0.467964,Employed,2.0,107310
5522,192.0,D00-IT,,0.571245,3,,low,0.641263,Employed,2.0,104622
5523,138.0,D00-SS,,0.620179,3,,medium,0.313091,Employed,5.0,108029
5524,164.0,D00-FN,1.0,0.335978,3,,low,0.302775,Employed,4.0,116280
5525,152.0,D00-PD,,,2,,low,0.322421,Left,3.0,113950
5526,102.0,D00-MN,,0.531595,2,1.0,medium,0.477485,Employed,7.0,108724
5527,183.0,D00-ENG,,0.637045,3,,low,0.185269,Employed,3.0,104680
5528,278.0,D00-ENG,,0.602053,6,,medium,0.505157,Employed,2.0,115176
5529,225.0,D00-SP,,0.546113,4,,high,0.571928,Employed,3.0,117214
5530,286.0,D00-MT,,0.876022,3,,high,0.1446,Employed,6.0,104271
5531,203.0,D00-SP,,0.968642,5,,low,0.671503,Employed,2.0,114651
5532,223.0,D00-ENG,1.0,0.8811,4,,low,0.572241,Employed,3.0,111352
5533,222.0,D00-MN,,0.692558,4,,low,0.662379,Employed,3.0,113812
5534,180.0,D00-SP,,0.933352,4,,medium,0.68438,Employed,3.0,116618
5535,206.0,,,,3,,low,0.802588,Employed,2.0,118803
5536,238.0,D00-AD,,,3,,high,0.758773,Employed,2.0,115646
5537,146.0,D00-IT,,,3,,high,0.575227,Employed,3.0,145291
5538,173.0,D00-SS,,0.490072,4,,low,0.49953,Employed,2.0,112734
5539,222.0,D00-ENG,,0.998203,3,,low,0.792655,Employed,4.0,111445
5540,237.0,D00-ENG,1.0,0.805883,5,,low,0.833318,Employed,3.0,113147
5541,263.0,,1.0,0.740776,5,,low,0.654682,Employed,3.0,103338
5542,183.0,D00-SS,,0.579748,3,,low,0.934582,Employed,3.0,118193
5543,258.0,D00-SS,,0.563444,4,,medium,0.692992,Employed,3.0,105058
5544,153.0,D00-MN,,0.667925,3,,high,1.0,Employed,10.0,101198
5545,244.0,D00-FN,,0.877764,6,,low,0.0776517,Left,4.0,114258
5546,262.0,,,0.749212,3,,low,0.966035,Employed,4.0,113846
5547,211.0,D00-SS,,0.853061,4,,high,0.945521,Employed,3.0,111626
5548,158.0,D00-PD,,0.989957,3,,medium,0.710993,Employed,2.0,114670
5549,271.0,,,0.74058,4,,medium,0.817934,Employed,3.0,109414
5550,222.0,D00-ENG,,0.870705,6,,low,0.231795,Employed,8.0,104873
5551,209.0,D00-ENG,,0.916524,3,,low,0.446393,Employed,2.0,115245
5552,262.0,D00-PD,,0.867033,3,,medium,0.546316,Employed,2.0,114835
5553,144.0,D00-IT,,0.821742,4,,low,0.757767,Employed,2.0,110204
5554,215.0,D00-ENG,1.0,0.673103,5,,medium,0.762553,Employed,6.0,118521
5555,170.0,D00-MN,,0.941017,4,,medium,0.731578,Employed,4.0,108272
5556,264.0,D00-SP,,0.891815,3,,medium,1.0,Employed,4.0,137834
5557,167.0,D00-MT,,0.708144,5,,medium,0.151753,Employed,7.0,114915
5558,192.0,D00-PD,,,2,,high,0.830328,Employed,3.0,115619
5559,139.0,D00-ENG,,,4,,medium,0.795315,Employed,3.0,102203
5560,213.0,D00-SS,,0.46537,4,,medium,1.0,Employed,2.0,101236
5561,260.0,,,0.979324,4,,low,0.891623,Left,5.0,101902
5562,148.0,D00-SP,,0.5719,2,,low,0.373519,Left,3.0,109985
5563,132.0,D00-ENG,,0.484315,2,,low,0.359883,Left,3.0,119636
5564,135.0,D00-FN,,0.441653,2,,low,0.42339,Left,3.0,117846
5565,179.0,D00-SP,,0.920322,5,,high,0.910187,Employed,2.0,119090
5566,160.0,D00-IT,,0.99637,4,,low,0.872491,Employed,3.0,108437
5567,272.0,D00-MT,,0.964381,5,,low,0.686659,Employed,2.0,102721
5568,114.0,D00-MN,1.0,0.669956,3,,low,0.799262,Employed,6.0,108654
5569,148.0,D00-IT,,0.5759,3,,medium,0.319476,Employed,4.0,119994
5570,268.0,D00-AD,,0.790927,5,,medium,0.51112,Employed,3.0,109119
5571,189.0,D00-SS,,0.967002,4,,medium,0.914101,Employed,10.0,101461
5572,116.0,D00-ENG,,0.830639,6,,low,0.229937,Employed,3.0,101399
5573,155.0,D00-PD,,0.815147,4,,low,0.309795,Employed,5.0,116531
5574,192.0,D00-SS,1.0,0.502704,4,,low,1.0,Employed,2.0,118844
5575,215.0,D00-SS,,,5,,low,0.820784,Employed,2.0,103459
5576,84.0,D00-TP,,,1,,medium,,Employed,,115629
5577,185.0,D00-SP,,0.502831,3,,low,0.622802,Employed,3.0,143933
5578,149.0,D00-MT,,0.670425,4,,low,0.514448,Employed,3.0,104844
5579,165.0,D00-FN,,0.536342,4,,low,0.558269,Employed,3.0,106557
5580,157.0,-IT,,0.7701,3,,low,0.502372,Employed,3.0,112082
5581,181.0,D00-SS,1.0,0.618278,4,,low,0.851329,Employed,3.0,102324
5582,213.0,D00-MT,,0.725399,3,,low,0.548727,Employed,2.0,109041
5583,154.0,D00-FN,,0.621347,6,,medium,0.210454,Employed,5.0,106340
5584,143.0,D00-SS,,0.634082,3,,medium,0.59755,Employed,6.0,102806
5585,239.0,D00-IT,,,5,,low,1.0,Employed,3.0,116067
5586,153.0,D00-SP,,0.524526,2,,low,0.34599,Left,3.0,108462
5587,285.0,D00-FN,,0.620976,5,,low,0.217057,Employed,5.0,117207
5588,137.0,D00-ENG,,1.0,4,,medium,0.586093,Employed,2.0,108958
5589,237.0,D00-SP,,,3,,low,0.852475,Employed,3.0,101434
5590,261.0,D00-SP,,0.552956,2,,low,0.950748,Employed,4.0,118387
5591,154.0,D00-SP,1.0,0.742731,4,,medium,0.216222,Employed,6.0,110048
5592,257.0,D00-SP,,0.661233,3,,low,0.74709,Employed,3.0,108758
5593,197.0,D00-ENG,,0.541139,5,,medium,0.826209,Employed,4.0,102565
5594,178.0,D00-SS,,0.642545,3,1.0,low,0.519036,Employed,2.0,113796
5595,252.0,D00-MN,,0.763056,4,,medium,0.335341,Employed,2.0,109131
5596,282.0,D00-SP,1.0,0.548554,4,,low,0.220892,Employed,4.0,108722
5597,161.0,D00-SS,,0.576246,3,,low,0.921121,Employed,3.0,111399
5598,155.0,D00-MT,,0.938907,4,,medium,0.847354,Employed,2.0,116004
5599,147.0,-IT,1.0,,3,,medium,0.879207,Employed,3.0,105949
5600,136.0,,,0.556048,2,,medium,0.448167,Left,3.0,113409
5601,264.0,D00-SS,,0.784572,5,,medium,0.745852,Employed,2.0,102529
5602,115.0,D00-SP,,0.524903,4,,medium,0.124479,Employed,4.0,107193
5603,175.0,D00-ENG,,0.559409,4,,low,0.497337,Employed,2.0,108039
5604,161.0,D00-IT,,0.859209,5,,low,0.531991,Employed,3.0,107331
5605,190.0,D00-AD,,0.667118,4,,medium,0.809281,Employed,3.0,133332
5606,135.0,D00-SS,,,2,,medium,0.401815,Left,3.0,100964
5607,170.0,D00-ENG,,0.750794,6,,low,0.111066,Employed,3.0,118483
5608,112.0,D00-TP,,,2,,low,,Left,,147737
5609,200.0,D00-SP,,0.619657,4,1.0,medium,0.461134,Employed,2.0,118973
5610,192.0,D00-ENG,,0.974625,4,,high,0.776192,Employed,4.0,105841
5611,194.0,D00-SS,1.0,0.441353,3,,medium,0.756067,Employed,3.0,105592
5612,179.0,D00-SP,,0.568593,3,,low,0.716164,Employed,4.0,118990
5613,261.0,D00-FN,,0.822665,3,,low,0.370236,Employed,2.0,119170
5614,144.0,D00-ENG,1.0,,3,,medium,0.539116,Employed,3.0,116002
5615,182.0,D00-SS,1.0,0.8927,4,,high,0.615559,Employed,3.0,119014
5616,116.0,D00-SS,1.0,0.624044,3,,low,0.363564,Employed,2.0,146066
5617,196.0,D00-ENG,,0.868626,4,1.0,medium,0.876361,Employed,3.0,109634
5618,104.0,,,0.466587,3,,medium,0.564887,Employed,2.0,106439
5619,191.0,,,0.790251,5,,medium,0.971098,Employed,4.0,109644
5620,175.0,D00-IT,,0.621824,3,,low,0.427924,Employed,2.0,111482
5621,198.0,D00-PD,,0.943004,4,,low,0.649265,Employed,3.0,118965
5622,175.0,D00-SS,,0.877362,3,1.0,medium,0.726426,Employed,3.0,119447
5623,144.0,,,0.508434,2,,medium,0.38897,Left,3.0,109623
5624,215.0,D00-ENG,,0.693721,3,,low,0.541565,Employed,2.0,102119
5625,207.0,D00-ENG,,1.0,3,,low,0.56848,Employed,10.0,119438
5626,227.0,D00-SS,1.0,0.82974,3,,high,0.739942,Employed,3.0,100453
5627,210.0,D00-SP,,0.97895,3,,low,0.725796,Employed,3.0,118687
5628,229.0,D00-SS,,0.717836,4,,medium,0.692979,Employed,3.0,105565
5629,134.0,D00-SS,,,3,,medium,0.451961,Employed,3.0,140003
5630,144.0,D00-SS,,,2,,medium,0.878626,Employed,3.0,115651
5631,218.0,D00-ENG,,0.494932,4,,low,0.862853,Employed,2.0,112561
5632,234.0,D00-ENG,,0.935743,4,,medium,0.650031,Employed,2.0,118117
5633,145.0,D00-SP,,0.535068,2,,medium,0.467823,Left,3.0,109690
5634,183.0,D00-MT,,0.577495,4,,low,1.0,Employed,3.0,144119
5635,156.0,D00-SS,1.0,0.669352,3,,high,0.897891,Employed,3.0,106781
5636,169.0,D00-MT,,0.649422,3,,low,1.0,Employed,2.0,105256
5637,136.0,,,0.519736,2,,medium,0.390785,Left,3.0,100262
5638,217.0,,,,3,,low,0.90474,Employed,3.0,109620
5639,287.0,D00-FN,,0.876112,6,,medium,0.109517,Left,4.0,108163
5640,183.0,D00-ENG,,0.783971,3,,medium,0.879847,Employed,3.0,115356
5641,126.0,D00-SP,,0.453906,2,,medium,0.366327,Left,3.0,106539
5642,257.0,D00-IT,,1.0,4,,low,0.969578,Employed,3.0,115943
5643,241.0,D00-SS,,0.479557,3,,low,0.2589,Employed,4.0,116300
5644,273.0,D00-MN,,0.727673,7,,low,0.166698,Left,4.0,116626
5645,155.0,D00-FN,,0.87766,3,,low,0.847765,Employed,4.0,115410
5646,152.0,D00-SS,1.0,0.550664,2,,medium,0.40665,Left,3.0,105328
5647,282.0,D00-SS,,0.925347,6,,low,0.0955481,Left,4.0,100936
5648,270.0,D00-SS,,0.510214,5,,low,0.700733,Employed,2.0,137891
5649,229.0,D00-ENG,,0.630155,3,,medium,0.0815637,Employed,6.0,107922
5650,232.0,D00-SS,,0.436913,5,,medium,0.664634,Employed,4.0,148842
5651,260.0,D00-ENG,,0.894358,3,,low,0.961106,Employed,5.0,104176
5652,137.0,D00-SS,,0.9808,6,,low,1.0,Employed,10.0,106339
5653,168.0,D00-SP,,0.847445,4,1.0,low,0.963845,Employed,3.0,103545
5654,242.0,D00-FN,,0.62653,3,,low,0.86408,Employed,3.0,110233
5655,246.0,D00-ENG,,,5,,low,0.521246,Employed,3.0,103490
5656,168.0,D00-IT,,0.748817,3,,medium,0.967864,Employed,5.0,106708
5657,270.0,D00-SS,1.0,0.751415,4,,low,0.651212,Employed,2.0,103375
5658,224.0,D00-SP,,0.603898,3,,medium,0.959622,Employed,2.0,115701
5659,208.0,D00-MN,1.0,0.983532,5,,medium,0.67019,Employed,8.0,103151
5660,134.0,D00-SP,,0.566498,2,,low,0.410872,Left,3.0,114119
5661,257.0,D00-SP,,0.660521,3,,low,0.523285,Employed,3.0,110826
5662,146.0,D00-SS,,0.617342,6,,low,0.649974,Employed,3.0,116650
5663,140.0,D00-SS,,0.835833,5,,low,0.194089,Employed,4.0,103450
5664,84.0,D00-TP,,,1,,low,,Employed,,104071
5665,209.0,D00-SP,,,4,,medium,0.853254,Employed,2.0,119544
5666,244.0,D00-SS,,0.98259,3,,medium,0.820195,Employed,5.0,108253
5667,171.0,D00-MN,,0.662882,5,,high,1.0,Employed,3.0,119884
5668,175.0,D00-SS,,0.732899,5,,low,0.796076,Employed,3.0,103674
5669,161.0,D00-SS,,0.490101,3,,low,0.769048,Employed,3.0,113860
5670,164.0,D00-SP,,0.706969,3,,medium,0.867138,Employed,3.0,102661
5671,245.0,D00-IT,,0.873529,5,,high,0.5818,Employed,3.0,109369
