,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id,age,gender,marital_status,dept_id,dept_name,dept_head
6803,235.0,1.0,0.565528,3,,low,0.85316,Employed,2.0,110090,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6804,255.0,,0.512311,5,,medium,0.632265,Employed,3.0,113944,34,Female,Married,D00-SP,Support,Amelia Westray
6805,145.0,,0.505744,2,,low,0.416374,Left,3.0,119549,28,Male,Unmarried,,,
6806,272.0,,0.741473,4,,high,0.983175,Employed,3.0,109997,51,Female,Married,D00-PD,Product,Darcy Staines
6807,200.0,,0.524741,5,,low,0.24821,Employed,5.0,105147,50,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6808,224.0,,0.553173,4,,medium,0.747956,Employed,3.0,101853,47,Female,Married,D00-SS,Sales,Edward J Bayley
6809,250.0,,0.895577,3,,medium,0.450764,Employed,2.0,108508,23,Male,Unmarried,,,
6810,173.0,,0.865101,3,,medium,0.740171,Employed,2.0,119398,25,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6811,153.0,,,2,,low,0.405112,Left,3.0,116571,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6812,217.0,,1.0,4,,low,0.527578,Employed,3.0,114756,32,Male,Married,,,
6813,192.0,,0.906931,6,,low,0.231695,Employed,4.0,107939,29,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6814,201.0,,0.857545,3,,medium,0.137255,Employed,6.0,108696,23,Male,Unmarried,D00-SP,Support,Amelia Westray
6815,180.0,,0.703458,2,,high,0.557515,Employed,2.0,108034,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6816,229.0,,0.853524,6,,medium,0.264104,Employed,8.0,115001,33,Male,Married,D00-SS,Sales,Edward J Bayley
6817,222.0,1.0,0.528258,3,,medium,0.632516,Employed,3.0,107964,27,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6818,281.0,,0.892885,7,,medium,0.149209,Left,4.0,105920,40,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6819,174.0,,0.65792,3,,low,0.605859,Employed,3.0,116523,25,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6820,67.0,,,3,,high,,Employed,,119518,25,Female,Unmarried,D00-TP,Temp,Micheal Zachrey
6821,249.0,,0.777279,4,,medium,0.521746,Employed,10.0,104551,24,Male,Unmarried,D00-PD,Product,Darcy Staines
6822,193.0,,0.49219,4,,high,0.670355,Employed,3.0,103353,35,Female,Married,D00-FN,Finance,Aanchal J
6823,148.0,,0.505626,2,,low,0.418848,Left,3.0,111036,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6824,208.0,,0.699756,4,,low,0.476216,Employed,5.0,110546,40,Female,Married,D00-FN,Finance,Aanchal J
6825,184.0,,0.843586,4,,medium,0.717206,Employed,4.0,117376,43,Male,Married,D00-SP,Support,Amelia Westray
6826,135.0,1.0,0.729042,5,,medium,0.725652,Employed,4.0,105197,51,Male,Married,D00-MT,Marketing,Reuben Swann
6827,161.0,,0.778584,4,,low,0.666891,Employed,6.0,105427,42,Male,Married,D00-IT,IT,Henry Adey
6828,174.0,,0.710845,4,,medium,0.556742,Employed,3.0,147463,30,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6829,253.0,,0.627026,3,,low,1.0,Employed,3.0,105744,24,Male,Unmarried,D00-SP,Support,Amelia Westray
6830,271.0,,0.866943,3,,medium,0.786628,Employed,2.0,100541,25,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6831,140.0,,0.512787,2,,low,0.442484,Left,3.0,107586,23,Male,Unmarried,D00-SP,Support,Amelia Westray
6832,148.0,1.0,0.482814,2,,medium,0.390004,Left,3.0,116512,22,Male,Unmarried,D00-MN,Management,Ellie Trafton
6833,226.0,,0.814476,5,,medium,0.160273,Employed,3.0,117034,42,Female,Married,D00-SS,Sales,Edward J Bayley
6834,203.0,,0.953484,3,,medium,0.813326,Employed,3.0,103048,28,Male,Unmarried,D00-AD,Admin,Evelyn Tolson
6835,174.0,,1.0,3,,low,0.744816,Employed,3.0,103168,26,Male,Unmarried,D00-IT,IT,Henry Adey
6836,154.0,,,2,,low,0.379098,Left,3.0,107367,25,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6837,177.0,,0.809936,3,,medium,0.821093,Employed,3.0,103863,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6838,140.0,,0.801323,4,,low,0.526745,Employed,3.0,114122,23,Male,Unmarried,D00-SP,Support,Amelia Westray
6839,109.0,,0.645522,5,,high,0.854256,Employed,2.0,116809,54,Female,Married,D00-IT,IT,Henry Adey
6840,273.0,,0.527795,2,,low,0.946442,Employed,3.0,113240,23,Female,Unmarried,D00-SP,Support,Amelia Westray
6841,274.0,,0.779744,3,,medium,0.852713,Employed,2.0,114694,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6842,257.0,,0.957195,3,,low,0.628363,Employed,3.0,106351,26,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6843,255.0,,,3,,medium,0.91016,Employed,3.0,107559,26,Male,Unmarried,D00-FN,Finance,Aanchal J
6844,279.0,,0.851062,6,,low,0.0660998,Left,4.0,112259,46,Male,Married,D00-SS,Sales,Edward J Bayley
6845,150.0,,0.676226,3,,medium,0.29293,Employed,2.0,105439,29,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6846,240.0,,0.621815,3,1.0,low,0.808856,Employed,6.0,100799,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6847,153.0,,0.490311,2,,low,0.409824,Left,3.0,104318,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6848,263.0,,0.614562,4,,low,0.469799,Employed,5.0,101082,41,Male,Married,D00-AD,Admin,Evelyn Tolson
6849,190.0,1.0,0.568644,5,,high,0.892659,Employed,3.0,105618,48,Male,Married,D00-SP,Support,Amelia Westray
6850,114.0,,0.633822,4,,medium,0.33624,Employed,3.0,111583,39,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6851,123.0,1.0,0.759501,5,,low,0.170512,Employed,2.0,113763,33,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6852,208.0,1.0,0.858924,5,,medium,0.910024,Employed,2.0,103318,53,Male,Married,,,
6853,141.0,,0.99276,4,,low,0.871377,Employed,3.0,119698,46,Male,Married,D00-FN,Finance,Aanchal J
6854,213.0,,0.44452,3,,low,0.4328,Employed,3.0,101728,23,Female,Unmarried,D00-FN,Finance,Aanchal J
6855,183.0,,,4,,low,0.917978,Employed,3.0,102134,40,Male,Married,D00-SS,Sales,Edward J Bayley
6856,230.0,,0.736159,5,,medium,0.828864,Employed,2.0,105526,35,Male,Married,D00-SS,Sales,Edward J Bayley
6857,250.0,,0.690363,3,,medium,0.268557,Employed,5.0,115004,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6858,194.0,,0.868622,3,,low,0.795818,Employed,3.0,106014,23,Female,Unmarried,D00-PD,Product,Darcy Staines
6859,236.0,,0.508765,4,,medium,0.494902,Employed,3.0,119848,47,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6860,255.0,1.0,1.0,4,,low,0.823456,Employed,5.0,102050,52,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6861,168.0,,0.501449,5,,medium,0.470955,Employed,4.0,110499,47,Female,Married,D00-PD,Product,Darcy Staines
6862,242.0,1.0,0.799304,4,,low,0.762839,Employed,2.0,108211,39,Male,Married,D00-MT,Marketing,Reuben Swann
6863,140.0,,0.620938,3,,low,1.0,Employed,4.0,114003,23,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6864,145.0,,,4,,medium,0.823527,Employed,3.0,103191,44,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6865,186.0,,0.732016,5,,low,1.0,Employed,2.0,114765,50,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6866,221.0,,0.654153,4,,low,0.902598,Employed,3.0,105866,48,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6867,274.0,,,3,,low,0.890113,Employed,3.0,114387,27,Male,Unmarried,D00-IT,IT,Henry Adey
6868,163.0,1.0,0.811397,4,,low,0.641299,Employed,3.0,116909,24,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6869,266.0,,,4,,low,0.757467,Employed,3.0,104495,37,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6870,195.0,1.0,0.742105,4,,medium,0.840312,Employed,5.0,110509,46,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6871,162.0,1.0,0.688119,3,,low,0.477901,Employed,4.0,111606,25,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6872,191.0,,0.712184,4,,medium,0.629437,Employed,3.0,117294,47,Male,Married,D00-PD,Product,Darcy Staines
6873,224.0,,0.926676,3,,low,0.478608,Employed,3.0,108006,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6874,208.0,1.0,0.71713,5,,low,0.512905,Employed,8.0,109267,54,Male,Married,D00-IT,IT,Henry Adey
6875,150.0,,0.948996,3,,low,0.492195,Employed,10.0,114466,28,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6876,238.0,,0.643686,4,,low,0.74738,Employed,2.0,100569,26,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6877,156.0,,0.954373,4,,medium,0.746165,Employed,3.0,104447,23,Female,Unmarried,D00-PD,Product,Darcy Staines
6878,210.0,,0.774017,5,,medium,0.614987,Employed,3.0,119513,53,Male,Married,D00-AD,Admin,Evelyn Tolson
6879,176.0,,0.535487,4,,medium,0.623528,Employed,3.0,116072,46,Male,Married,,,
6880,241.0,,0.965089,5,,low,0.804446,Employed,3.0,116768,41,Male,Married,D00-SS,Sales,Edward J Bayley
6881,201.0,,0.84039,3,,low,0.98541,Employed,3.0,106997,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6882,195.0,,0.849658,2,,medium,0.81142,Employed,4.0,102443,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6883,169.0,,0.792904,3,,low,0.630736,Employed,3.0,101409,27,Male,Unmarried,D00-IT,IT,Henry Adey
6884,150.0,,,3,,high,0.982052,Employed,3.0,102824,24,Male,Unmarried,D00-SP,Support,Amelia Westray
6885,235.0,,0.965689,4,,medium,0.723526,Employed,3.0,118670,27,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6886,149.0,,0.594277,2,,low,0.422413,Left,3.0,116089,24,Male,Unmarried,D00-FN,Finance,Aanchal J
6887,249.0,,0.547624,4,,medium,0.583275,Employed,2.0,114988,48,Male,Married,D00-SS,Sales,Edward J Bayley
6888,235.0,,0.602857,3,,low,0.858288,Employed,3.0,113968,23,Male,Unmarried,D00-SP,Support,Amelia Westray
6889,152.0,,0.493508,4,,high,0.534334,Employed,4.0,102581,35,Male,Married,D00-FN,Finance,Aanchal J
6890,148.0,1.0,0.664606,2,,medium,0.934756,Employed,6.0,116746,29,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6891,144.0,,0.933027,4,,low,0.998415,Employed,4.0,117918,49,Male,Married,D00-SP,Support,Amelia Westray
6892,241.0,,0.54084,3,,low,0.958888,Employed,3.0,116176,22,Male,Unmarried,D00-PD,Product,Darcy Staines
6893,260.0,,0.903313,4,,medium,0.626795,Employed,2.0,109167,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6894,202.0,,0.562699,3,,medium,0.678216,Employed,2.0,101986,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6895,184.0,1.0,0.4525,4,,low,0.75711,Employed,5.0,106135,28,Male,Unmarried,D00-IT,IT,Henry Adey
6896,146.0,,0.507206,3,,low,0.658013,Employed,3.0,118573,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6897,306.0,,0.742969,7,,medium,0.128728,Left,4.0,114715,48,Male,Married,D00-PD,Product,Darcy Staines
6898,265.0,,0.843512,5,,medium,0.915667,Left,5.0,142661,35,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6899,100.0,1.0,,1,,medium,,Employed,,110623,25,Male,Unmarried,D00-TP,Temp,Micheal Zachrey
6900,191.0,,0.617769,4,,low,0.925229,Employed,2.0,116424,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6901,262.0,,0.797196,4,,low,0.862487,Employed,4.0,102330,48,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6902,265.0,,0.799302,3,,medium,0.896606,Employed,3.0,107388,23,Male,Unmarried,D00-PD,Product,Darcy Staines
6903,139.0,,0.939212,3,,medium,0.731271,Employed,3.0,109896,24,Female,Unmarried,D00-PR,Procurement,Louie Viles
6904,160.0,,0.60694,4,,low,1.0,Employed,3.0,119067,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6905,126.0,,0.518844,2,,medium,0.610192,Employed,3.0,111095,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6906,148.0,,0.569252,2,,low,0.455988,Left,3.0,107135,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6907,255.0,,0.724765,5,,medium,0.896542,Employed,3.0,109284,41,Male,Married,D00-SP,Support,Amelia Westray
6908,236.0,,0.826347,3,,medium,0.534667,Employed,6.0,118824,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6909,174.0,,0.948673,3,,low,0.826347,Employed,2.0,101524,24,Male,Unmarried,D00-IT,IT,Henry Adey
6910,156.0,,0.590844,2,,medium,0.517473,Employed,2.0,116758,25,Female,Unmarried,D00-MN,Management,Ellie Trafton
6911,98.0,,0.460061,4,,medium,0.789979,Employed,4.0,118103,51,Female,Married,,,
6912,137.0,,0.957458,3,,high,0.88851,Employed,3.0,119203,28,Male,Unmarried,D00-MN,Management,Ellie Trafton
6913,154.0,,0.726419,5,,medium,0.495805,Employed,2.0,101780,32,Male,Married,D00-PD,Product,Darcy Staines
6914,252.0,,0.398853,5,,low,0.85946,Employed,5.0,119363,43,Male,Married,D00-SS,Sales,Edward J Bayley
6915,149.0,,0.970357,4,,low,0.248832,Employed,6.0,114597,42,Female,Married,D00-FN,Finance,Aanchal J
6916,153.0,,0.486181,3,,low,0.547488,Employed,2.0,106104,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6917,179.0,1.0,0.520019,3,,low,0.80318,Employed,3.0,116671,25,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6918,266.0,,0.561769,4,,low,0.553488,Employed,2.0,106972,30,Male,Married,D00-PR,Procurement,Louie Viles
6919,238.0,,0.850041,3,,medium,0.784581,Employed,3.0,110567,24,Male,Unmarried,D00-IT,IT,Henry Adey
6920,223.0,,0.813882,4,,medium,0.854249,Left,5.0,113535,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6921,204.0,1.0,0.954077,4,,low,0.905731,Employed,3.0,116100,42,Male,Married,D00-MT,Marketing,Reuben Swann
6922,209.0,,0.676735,4,,medium,0.561753,Employed,2.0,100855,43,Female,Married,D00-SP,Support,Amelia Westray
6923,209.0,,0.918631,4,,medium,0.983451,Employed,2.0,105542,52,Male,Married,D00-PR,Procurement,Louie Viles
6924,189.0,,0.781564,5,,medium,0.604421,Employed,3.0,111797,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6925,187.0,,0.952331,5,,medium,0.8463,Employed,4.0,115224,46,Male,Married,,,
6926,195.0,,0.767619,2,,low,0.57998,Employed,3.0,108094,22,Female,Unmarried,,,
6927,298.0,,0.854165,6,,low,0.129394,Left,4.0,111884,39,Male,Married,D00-SS,Sales,Edward J Bayley
6928,260.0,,0.84327,3,,low,0.620843,Employed,3.0,119214,24,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6929,199.0,,0.755813,5,,medium,0.799778,Employed,4.0,114752,32,Male,Married,D00-SS,Sales,Edward J Bayley
6930,186.0,,0.7686,4,,low,0.646528,Employed,2.0,112181,22,Female,Unmarried,D00-PD,Product,Darcy Staines
6931,172.0,,0.828625,4,,medium,0.947499,Employed,2.0,104784,54,Male,Married,D00-SS,Sales,Edward J Bayley
6932,137.0,,0.623568,5,,medium,0.905433,Employed,3.0,113435,52,Male,Married,D00-MN,Management,Ellie Trafton
6933,234.0,,0.619816,4,,medium,0.907932,Employed,3.0,100718,22,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6934,150.0,,0.850997,3,,low,0.542829,Employed,3.0,103886,24,Female,Unmarried,D00-SP,Support,Amelia Westray
6935,128.0,,0.557626,2,,low,0.386809,Left,3.0,108312,22,Male,Unmarried,D00-FN,Finance,Aanchal J
6936,216.0,1.0,0.744095,2,,medium,0.787818,Employed,3.0,106982,28,Male,Unmarried,D00-FN,Finance,Aanchal J
6937,151.0,,0.499076,2,,medium,0.506377,Left,3.0,116017,28,Male,Unmarried,D00-FN,Finance,Aanchal J
6938,200.0,,0.814177,4,,low,0.896439,Employed,2.0,101213,25,Male,Unmarried,D00-MT,Marketing,Reuben Swann
6939,193.0,,0.977121,5,,medium,0.207059,Employed,3.0,105163,35,Male,Married,D00-PD,Product,Darcy Staines
6940,256.0,,0.923619,6,,medium,0.0653269,Left,4.0,114942,38,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6941,168.0,,0.877015,3,1.0,medium,0.850019,Employed,3.0,116883,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6942,189.0,,0.739498,6,,high,0.282191,Employed,2.0,107712,37,Male,Married,D00-MT,Marketing,Reuben Swann
6943,238.0,,0.999145,5,,low,0.712779,Left,5.0,108663,34,Male,Married,D00-IT,IT,Henry Adey
6944,201.0,,0.755927,4,,low,0.495625,Employed,2.0,119639,49,Female,Married,D00-SS,Sales,Edward J Bayley
6945,190.0,,,3,,medium,0.90062,Employed,3.0,118092,23,Male,Unmarried,D00-PR,Procurement,Louie Viles
6946,97.0,1.0,0.537309,3,,medium,0.947077,Employed,6.0,110539,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6947,260.0,,0.648984,5,,high,0.550551,Employed,2.0,100131,32,Male,Married,D00-PD,Product,Darcy Staines
6948,241.0,,0.766545,3,,low,0.851892,Employed,3.0,111000,26,Male,Unmarried,,,
6949,137.0,1.0,0.895473,6,,low,0.961889,Employed,8.0,119671,33,Male,Married,D00-PD,Product,Darcy Staines
6950,270.0,,0.961409,5,,medium,0.817225,Left,5.0,100812,57,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6951,207.0,,0.558889,4,,medium,0.692118,Employed,3.0,107990,52,Male,Married,D00-IT,IT,Henry Adey
6952,179.0,,0.649494,3,,medium,0.144401,Left,3.0,103441,29,Male,Unmarried,D00-IT,IT,Henry Adey
6953,194.0,,,4,,low,0.616816,Employed,3.0,103893,23,Female,Unmarried,,,
6954,222.0,,,4,,low,0.541356,Employed,3.0,101626,53,Male,Married,D00-SS,Sales,Edward J Bayley
6955,223.0,,0.94149,6,,medium,0.853988,Employed,2.0,107246,53,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
6956,166.0,,0.707909,4,,low,0.645135,Employed,3.0,103909,43,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6957,143.0,,0.475031,4,,medium,0.930068,Employed,2.0,113449,34,Male,Married,D00-SP,Support,Amelia Westray
6958,189.0,,0.645444,5,,medium,0.813536,Employed,3.0,114375,49,Female,Married,D00-SS,Sales,Edward J Bayley
6959,234.0,1.0,0.474542,3,,medium,0.992023,Employed,2.0,118997,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6960,161.0,,0.504843,5,,medium,0.659063,Employed,2.0,114693,48,Male,Married,D00-SS,Sales,Edward J Bayley
6961,150.0,,0.976922,3,,low,0.431623,Employed,10.0,105808,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6962,179.0,,0.686736,3,,high,0.421033,Employed,3.0,119648,24,Female,Unmarried,D00-SP,Support,Amelia Westray
6963,158.0,,,2,,high,0.429551,Left,3.0,112903,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6964,227.0,,0.669445,6,,medium,0.179519,Employed,5.0,116581,38,Male,Married,D00-SP,Support,Amelia Westray
6965,177.0,,,4,,medium,0.978533,Employed,2.0,107821,47,Female,Married,D00-SP,Support,Amelia Westray
6966,103.0,,0.918905,5,,low,0.727818,Employed,5.0,114019,33,Male,Married,D00-PD,Product,Darcy Staines
6967,111.0,,,1,,medium,,Employed,,117606,22,Female,Unmarried,D00-TP,Temp,Micheal Zachrey
6968,240.0,,1.0,2,,low,0.736045,Left,2.0,119091,23,Male,Unmarried,D00-AD,Admin,Evelyn Tolson
6969,148.0,,0.778072,5,,high,0.660042,Employed,4.0,117217,26,Female,Married,D00-SS,Sales,Edward J Bayley
6970,205.0,,0.766297,4,,low,0.666091,Employed,3.0,119631,35,Female,Married,D00-SS,Sales,Edward J Bayley
6971,270.0,,,3,,medium,0.790444,Employed,2.0,117889,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6972,144.0,,0.947148,4,,low,0.958583,Employed,4.0,106609,54,Male,Married,D00-SP,Support,Amelia Westray
6973,258.0,,0.78708,5,,low,0.509901,Employed,2.0,107042,30,Male,Married,D00-IT,IT,Henry Adey
6974,179.0,,0.848343,4,,medium,0.312331,Employed,4.0,103721,52,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6975,196.0,,0.759056,4,,low,0.225334,Employed,3.0,110146,42,Female,Married,D00-MN,Management,Ellie Trafton
6976,275.0,,0.923934,4,,medium,0.906664,Left,5.0,106470,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6977,296.0,,0.823643,7,,low,0.0985664,Left,4.0,114197,41,Male,Married,D00-SS,Sales,Edward J Bayley
6978,248.0,,0.909683,5,,low,0.895783,Employed,3.0,105209,41,Male,Married,D00-SS,Sales,Edward J Bayley
6979,149.0,,,3,,medium,0.878539,Employed,2.0,115432,25,Female,Unmarried,D00-FN,Finance,Aanchal J
6980,189.0,1.0,0.844503,3,,high,0.715648,Employed,3.0,101999,28,Male,Unmarried,D00-MN,Management,Ellie Trafton
6981,229.0,,0.84624,4,,low,0.854702,Employed,4.0,118227,51,Male,Married,D00-SS,Sales,Edward J Bayley
6982,113.0,1.0,0.972958,6,,medium,0.754905,Employed,2.0,108787,41,Male,Married,D00-PD,Product,Darcy Staines
6983,239.0,,0.561036,5,,medium,0.509366,Employed,3.0,118068,28,Female,Married,D00-SP,Support,Amelia Westray
6984,264.0,,0.913491,6,,low,0.120936,Left,4.0,119112,57,Male,Married,D00-IT,IT,Henry Adey
6985,198.0,,0.587488,3,,medium,0.710402,Employed,3.0,117941,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6986,249.0,,0.504501,4,,low,0.154857,Employed,4.0,114830,31,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6987,265.0,,0.889671,5,,medium,0.926304,Left,5.0,109850,35,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6988,150.0,1.0,0.639195,3,,medium,0.7893,Employed,2.0,116783,26,Male,Unmarried,D00-SP,Support,Amelia Westray
6989,251.0,,0.558823,4,,medium,0.918819,Employed,4.0,130201,34,Female,Married,D00-PD,Product,Darcy Staines
6990,256.0,,0.896686,5,,low,0.812086,Left,5.0,115268,44,Male,Married,D00-SP,Support,Amelia Westray
6991,224.0,,0.567062,3,,high,0.619307,Employed,2.0,118058,25,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6992,133.0,,0.655844,3,,low,0.261328,Employed,6.0,113151,25,Female,Unmarried,D00-SS,Sales,Edward J Bayley
6993,293.0,,0.835,6,,medium,0.151785,Left,5.0,111903,57,Male,Married,D00-MT,Marketing,Reuben Swann
6994,159.0,,0.520449,2,,high,0.442687,Left,3.0,109108,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
6995,247.0,,,4,,medium,0.864572,Employed,2.0,103361,54,Male,Married,D00-SP,Support,Amelia Westray
6996,129.0,1.0,0.668433,2,,low,0.5511,Employed,3.0,116740,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
6997,287.0,,0.961871,6,,medium,0.122903,Left,4.0,112719,55,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
6998,173.0,,0.516875,4,,medium,0.714479,Employed,3.0,112575,38,Female,Married,D00-SS,Sales,Edward J Bayley
6999,205.0,,0.514308,3,,medium,0.736307,Employed,2.0,109461,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
7000,183.0,1.0,0.88288,5,,medium,0.76897,Employed,3.0,101885,37,Female,Married,D00-FN,Finance,Aanchal J
7001,261.0,,0.787146,4,,medium,0.865272,Employed,2.0,114999,25,Male,Unmarried,D00-IT,IT,Henry Adey
7002,201.0,1.0,0.581939,5,,medium,0.868979,Employed,3.0,103047,32,Male,Married,D00-SS,Sales,Edward J Bayley
7003,188.0,,0.673354,3,,low,0.538767,Employed,2.0,109287,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
7004,233.0,,0.801348,3,,medium,0.757899,Employed,3.0,137910,25,Female,Unmarried,D00-SS,Sales,Edward J Bayley
7005,156.0,1.0,0.890071,2,,medium,0.598193,Employed,3.0,119194,25,Female,Unmarried,,,
7006,280.0,1.0,,4,,medium,0.912474,Employed,3.0,104080,36,Male,Married,D00-IT,IT,Henry Adey
7007,202.0,1.0,0.823606,6,1.0,medium,0.168367,Employed,4.0,107150,48,Female,Married,D00-SS,Sales,Edward J Bayley
7008,133.0,,0.582166,4,,low,0.98988,Employed,3.0,109120,29,Female,Married,D00-SS,Sales,Edward J Bayley
7009,185.0,,,5,,low,0.969546,Employed,3.0,107820,36,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
7010,116.0,,,3,,medium,,Employed,,106769,26,Male,Unmarried,D00-TP,Temp,Micheal Zachrey
7011,137.0,1.0,0.539432,2,,medium,0.313314,Left,3.0,105952,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
7012,151.0,,0.636792,5,,medium,0.969684,Employed,2.0,115276,50,Male,Married,D00-PR,Procurement,Louie Viles
7013,268.0,,0.772076,4,,medium,0.506301,Employed,3.0,104711,32,Male,Married,D00-AD,Admin,Evelyn Tolson
7014,100.0,1.0,0.769717,6,,low,0.685123,Employed,4.0,102984,52,Female,Married,D00-SP,Support,Amelia Westray
7015,132.0,,0.684927,4,,medium,0.606586,Employed,4.0,101483,31,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
7016,286.0,,0.852931,6,,low,0.174538,Left,4.0,106577,37,Male,Married,D00-SP,Support,Amelia Westray
7017,291.0,,0.809187,6,,low,0.143852,Left,4.0,108178,47,Male,Married,D00-MT,Marketing,Reuben Swann
7018,173.0,,0.427655,3,,low,0.591894,Employed,2.0,100531,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
7019,274.0,,0.815395,4,,low,1.0,Employed,2.0,106129,43,Male,Married,D00-SS,Sales,Edward J Bayley
7020,141.0,1.0,0.738845,3,,low,0.319785,Employed,2.0,106040,24,Male,Unmarried,D00-SP,Support,Amelia Westray
7021,182.0,,0.628853,4,,medium,0.568565,Employed,3.0,103496,40,Male,Married,D00-SP,Support,Amelia Westray
7022,127.0,,0.597759,4,,low,0.143127,Employed,8.0,117075,28,Female,Married,D00-SS,Sales,Edward J Bayley
7023,158.0,,0.569687,3,,medium,0.955495,Employed,4.0,103985,23,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
7024,210.0,,0.943099,5,,low,1.0,Employed,6.0,116923,38,Male,Married,D00-SS,Sales,Edward J Bayley
7025,245.0,,0.951876,6,,low,0.10217,Left,4.0,117584,57,Male,Married,D00-MN,Management,Ellie Trafton
