ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1004,25,1,62,4,0,1,229,0,0,0,1,0
1005,53,23,65,4,2,3,0,0,0,0,1,0
1006,38,12,138,2,0,1,0,0,1,0,1,0
1007,63,38,103,1,2.5,1,0,0,0,0,1,0
1008,44,19,99,3,3.5,3,357,1,0,0,0,0
1009,50,24,152,1,7.3,1,0,0,0,0,1,0
1010,28,3,25,2,0.9,3,140,0,0,0,1,0
1011,27,3,98,2,2.5,1,361,0,1,1,1,1
1012,52,27,39,2,0.7,2,166,0,0,0,1,0
1013,50,25,40,1,1.3,2,0,0,0,0,1,1
1014,39,13,58,3,2.1,1,169,0,0,0,1,0
1015,50,26,192,2,1.8,3,301,1,0,1,1,1
1016,60,34,62,1,0.8,2,0,0,0,0,0,0
1017,30,5,69,1,0.8,2,0,0,1,0,1,0
1018,31,5,40,4,1.3,3,170,0,0,0,0,0
1019,39,15,61,2,0.6,3,127,0,0,0,0,0
1020,29,3,30,4,0.3,2,157,0,0,0,0,0
1021,54,29,29,1,1.5,2,97,0,0,0,1,0
1022,35,8,41,2,1,2,0,0,0,0,1,1
1023,27,3,118,1,3.3,2,0,1,0,0,1,0
1024,45,20,109,1,7,1,366,0,0,0,1,0
1025,58,33,122,4,0.2,2,0,1,0,1,1,0
1026,62,37,50,3,1.5,1,169,0,0,0,1,0
1027,28,4,43,3,0.1,2,0,0,0,0,1,0
1028,32,7,108,1,4.6,1,0,0,1,0,0,0
1029,29,4,110,4,2.5,3,0,1,0,0,0,0
1030,41,17,20,1,1.4,3,0,0,0,0,1,0
1031,61,35,112,4,1.7,3,0,0,0,0,0,1
1032,56,32,25,1,0.1,2,136,0,0,0,1,0
1033,37,12,42,3,0.7,2,0,0,0,0,1,1
1034,60,34,29,2,0.3,1,0,0,0,0,1,0
1035,49,23,84,3,2.1,1,134,0,1,0,1,0
1036,43,17,81,4,2.6,3,0,0,1,0,1,0
1037,53,28,55,4,0.9,1,119,0,0,0,1,1
1038,35,11,40,1,2.4,2,0,0,1,0,1,0
1039,56,30,145,4,5.7,2,0,1,0,1,1,1
1040,41,16,175,2,1.1,3,0,1,0,0,1,0
1041,36,6,78,4,1.8,3,163,0,0,0,0,0
1042,56,32,51,4,1.5,1,0,0,0,0,0,0
1043,64,34,50,4,1.67,3,0,0,0,0,1,0
1044,51,27,21,3,0.4,1,0,0,0,0,1,0
1045,49,24,79,1,0.2,2,83,0,0,0,1,1
1046,43,18,84,1,4,3,0,0,0,0,0,0
1047,51,26,34,4,0.4,2,0,0,0,0,0,0
1048,55,31,73,4,1.6,2,0,0,0,0,0,0
1049,62,37,90,3,0.5,1,0,0,0,0,1,0
1050,35,10,23,4,0.2,3,0,0,0,0,1,0
1051,53,27,145,2,6.1,3,294,1,0,1,1,1
1052,33,7,54,4,0.2,1,141,0,1,0,0,0
1053,43,17,49,3,2.2,2,103,0,0,0,1,1
1054,58,32,51,1,2.8,2,0,0,0,0,1,0
1055,63,38,8,4,0.6,2,0,0,0,0,1,0
1056,31,6,62,1,1,1,0,0,1,0,1,0
1057,36,6,25,1,0.67,3,0,0,0,0,1,0
1058,30,0,63,2,1.75,3,0,0,0,0,1,0
1059,59,34,24,2,0.2,3,86,0,0,0,1,0
1060,28,2,11,1,0.1,2,0,0,0,0,1,1
1061,59,34,23,1,0.1,1,0,0,0,0,0,1
1062,47,22,33,1,1.4,3,0,0,0,0,1,0
1063,47,21,83,1,3.8,1,97,1,0,0,0,0
1064,56,30,39,3,1.4,1,131,0,0,0,0,1
1065,41,17,138,3,6.9,2,0,1,0,0,1,0
1066,25,1,113,3,2.5,1,0,0,0,0,0,1
1067,30,5,125,4,0.5,3,0,1,0,1,1,0
1068,50,24,195,1,1.7,1,0,0,0,0,0,0
1069,34,9,105,3,1.2,3,0,0,1,0,0,0
1070,44,18,75,2,3.5,1,0,1,0,0,1,0
1071,36,9,40,2,1,2,0,0,0,0,1,0
1072,39,14,61,3,0.5,3,137,0,0,0,1,0
1073,54,24,75,2,4.5,3,0,0,0,0,0,0
1074,33,8,122,1,0,1,0,0,0,0,1,1
1075,39,14,75,3,3,1,0,0,0,0,0,1
1076,41,15,59,4,0.2,3,0,0,0,0,0,0
1077,40,13,24,3,1,2,0,0,0,0,1,0
1078,29,3,175,3,3.3,3,329,1,0,0,1,0
1079,51,27,39,2,0.8,1,182,0,0,0,0,1
1080,54,30,145,2,6.8,1,0,0,1,0,0,0
1081,47,22,24,4,0.4,2,142,0,0,0,1,0
1082,53,28,20,3,0.1,2,0,0,0,0,0,0
1083,30,5,85,1,2.6,2,0,0,0,0,1,0
1084,28,3,65,3,2.6,3,0,0,1,0,0,0
1085,60,35,191,4,5.6,3,0,1,0,0,0,0
1086,51,26,11,2,0,1,0,0,1,0,0,0
1087,63,37,40,2,1,3,167,0,0,0,0,0
1088,38,13,54,3,0.7,2,196,0,0,0,0,0
1089,59,35,95,1,3.8,1,0,0,0,0,1,1
1090,53,29,94,4,1,2,0,0,0,0,1,0
1091,31,5,79,4,2.2,2,0,0,0,0,0,0
1092,41,17,48,3,0.3,3,0,0,0,0,1,1
1093,25,1,70,4,2.6,1,0,0,1,0,1,0
1094,27,3,40,3,0.1,2,111,0,0,0,1,0
1095,50,24,44,4,1.8,1,0,0,0,0,1,1
1096,50,25,43,1,1.4,3,137,0,0,0,1,0
1097,43,18,29,1,0.3,3,0,0,0,0,1,0
1098,50,24,188,3,1.3,1,184,1,0,0,0,1
1099,46,20,114,1,0,1,0,0,0,0,1,1
1100,30,6,52,3,0.7,2,0,0,0,0,1,0
1101,42,16,13,1,0.2,1,0,0,0,0,1,0
1102,42,17,95,3,0.5,3,0,0,0,0,0,0
1103,29,3,84,1,2.9,3,0,0,0,0,1,0
1104,38,14,49,1,1.8,1,0,0,0,0,0,0
1105,51,25,181,1,1.7,1,0,0,0,0,1,1
1106,35,10,182,1,0.3,2,229,1,0,1,1,1
1107,37,13,70,2,2.7,1,0,0,0,0,0,0
1108,47,21,79,3,1.1,1,185,0,0,0,1,1
1109,55,29,61,4,2.8,2,0,0,0,0,1,1
1110,65,41,121,2,2.1,1,0,0,0,0,1,0
1111,58,33,34,3,0.2,1,83,0,0,0,1,0
1112,54,28,183,1,1,1,442,0,0,0,0,0
1113,52,28,51,1,1.6,3,0,0,1,0,0,1
1114,28,2,70,3,0.3,3,0,0,0,0,0,1
1115,32,8,39,1,1.7,1,0,0,0,0,1,1
1116,51,24,84,3,2,2,0,0,0,0,0,0
1117,43,18,122,1,7,1,0,0,0,0,1,1
1118,42,18,145,1,1.7,1,132,0,0,0,1,1
1119,42,17,98,2,0.4,1,0,0,0,0,1,1
1120,41,16,79,1,1,3,233,0,0,0,1,0
1121,34,8,38,2,2,3,0,0,0,0,1,1
1122,30,6,49,3,0.7,2,196,0,0,0,0,1
1123,32,7,38,1,1,1,0,0,0,0,1,0
1124,46,20,91,4,2.6,3,0,0,0,0,0,0
1125,38,12,29,4,0.2,1,0,0,0,0,0,1
1126,37,13,172,2,6.5,1,0,0,0,0,0,0
1127,32,8,104,2,3.7,1,0,1,0,0,0,1
1128,35,9,58,1,2.5,1,0,0,0,0,1,1
1129,30,5,171,2,1.9,2,0,1,0,0,0,0
1130,30,4,73,3,3.3,1,0,1,0,1,1,1
1131,58,32,191,1,2.9,1,0,0,0,0,0,0
1132,57,27,90,2,4.5,3,0,0,0,0,1,0
1133,34,9,55,3,2.3,1,0,0,1,1,1,1
1134,31,4,28,1,2,2,0,0,0,0,0,0
1135,39,14,42,1,2.5,3,0,0,0,0,1,0
1136,57,33,9,1,0.1,2,91,0,1,0,1,0
1137,47,21,65,1,1.5,2,0,0,1,0,1,0
1138,51,26,134,4,4.5,3,0,1,1,1,1,0
1139,30,6,83,4,3.4,1,0,0,1,0,1,0
1140,55,28,38,3,1,2,0,0,0,0,1,0
1141,32,6,13,4,0.3,1,0,0,0,0,1,1
1142,32,7,143,3,2.9,3,0,1,0,0,1,0
1143,44,20,75,4,1.9,1,0,0,0,0,0,0
1144,33,7,120,1,3.2,3,0,1,0,0,1,0
1145,49,24,91,1,2.8,2,0,0,0,0,0,0
1146,32,6,99,2,1.5,3,0,0,0,0,0,1
1147,31,7,71,1,0.1,1,78,0,1,0,0,0
1148,37,13,111,1,0.8,2,0,0,0,0,0,0
1149,41,15,108,1,5.2,1,0,0,0,0,0,0
1150,56,32,158,1,7.4,1,0,0,0,0,0,0
1151,55,31,81,3,2.67,1,0,0,0,0,1,0
1152,49,23,12,2,0.1,3,0,0,1,1,1,0
1153,63,37,21,2,0.4,1,0,0,0,0,1,0
1154,55,30,55,4,0.9,1,215,0,0,0,1,1
1155,59,35,42,1,1.8,3,0,0,0,0,1,0
1156,41,16,81,2,0.4,1,0,0,0,0,0,1
1157,49,25,13,4,0.2,1,87,0,0,0,0,0
1158,48,23,132,1,0.6,1,157,0,0,0,0,0
1159,41,16,99,1,1,3,0,0,0,0,1,0
1160,50,26,23,4,0.2,1,0,0,0,0,0,1
1161,28,1,40,1,2,2,0,0,1,0,1,0
1162,36,11,181,3,1.4,1,0,1,0,0,0,0
1163,38,14,112,2,2.2,1,394,0,0,0,0,0
1164,34,9,138,2,7.8,1,227,0,0,0,1,0
1165,41,17,94,3,3.8,2,327,1,1,1,1,0
1166,43,19,113,1,1.7,1,0,0,0,0,0,0
1167,30,5,112,4,5,2,0,1,0,0,0,1
1168,37,12,190,2,3,1,475,0,0,0,1,0
1169,62,37,38,1,1.1,3,0,0,0,0,1,0
1170,40,16,32,1,1.4,3,158,0,0,0,1,0
1171,35,10,104,3,0.6,2,0,0,0,0,0,1
1172,64,40,43,1,1.9,2,0,0,0,0,1,0
1173,49,24,45,3,1.7,2,0,0,1,0,1,0
1174,24,-1,35,2,1.7,2,0,0,0,0,0,0
1175,36,10,42,4,1.2,2,0,0,0,0,1,1
1176,29,4,58,1,0.8,2,0,0,0,0,1,1
1177,29,3,103,4,3.4,1,0,1,0,0,1,0
1178,28,3,71,1,3.3,2,149,1,1,1,1,0
1179,33,7,14,1,0.4,2,98,0,0,0,1,0
1180,36,11,98,3,1.2,3,0,0,1,0,0,1
1181,42,17,90,1,0.1,2,0,0,0,0,0,1
1182,25,0,65,4,0.2,1,0,0,1,0,0,0
1183,28,2,19,4,0.4,1,0,0,0,0,1,1
1184,50,25,35,3,1.7,2,0,0,0,0,1,1
1185,34,9,71,4,1.3,1,0,0,0,0,1,0
1186,43,19,31,3,0.5,1,0,0,0,0,0,0
1187,62,38,43,4,1.2,2,0,0,0,0,1,0
1188,61,36,24,1,1.5,2,87,0,1,0,0,0
1189,45,19,58,2,0.4,3,0,0,1,0,0,1
1190,42,17,115,2,0.4,1,0,0,0,0,1,0
1191,39,15,168,2,8,1,152,0,1,0,0,0
1192,29,5,128,1,1.5,1,0,0,0,0,1,1
1193,45,20,138,1,7,1,0,0,0,0,0,1
1194,58,32,81,3,1.7,2,0,0,0,0,1,1
1195,29,3,41,4,1.3,3,0,0,0,0,1,0
1196,32,7,123,2,2.9,2,0,1,0,0,1,0
1197,37,13,71,2,2.7,1,94,0,0,0,1,0
1198,48,23,8,1,0.4,3,0,0,0,0,0,1
1199,40,14,42,2,0.7,1,101,0,0,0,1,0
1200,29,4,62,2,2.5,1,184,0,0,0,1,0
1201,36,12,22,4,1,1,91,0,1,0,1,0
1202,35,8,38,4,1,2,0,0,0,0,1,0
1203,35,11,24,4,0.4,2,0,0,0,0,0,0
1204,62,37,50,3,2.4,1,0,0,0,0,1,0
1205,26,1,190,4,1.3,2,197,1,0,0,1,0
1206,32,7,94,2,3.1,1,0,0,0,0,1,0
1207,63,37,165,4,5.1,3,0,1,0,0,0,0
1208,38,12,43,4,1.2,2,0,0,0,0,0,1
1209,50,26,48,1,1.6,2,0,0,0,0,0,1
1210,46,21,52,3,2.7,2,228,0,0,0,0,1
1211,50,24,84,4,4.9,1,0,0,0,0,1,0
1212,61,36,131,1,0.9,1,0,0,0,0,1,0
1213,34,8,44,4,0.2,1,0,0,0,0,0,0
1214,27,2,78,4,0.2,1,87,0,0,0,0,0
1215,61,36,15,4,0.4,2,0,0,0,0,0,0
1216,45,20,38,4,1.9,3,144,0,0,0,1,1
1217,50,25,84,1,1.3,3,0,0,1,0,1,0
1218,44,20,122,1,0.3,1,0,0,0,0,1,0
1219,62,36,98,2,2.8,1,0,0,0,0,0,0
1220,45,18,80,3,2.67,2,0,0,0,0,0,0
1221,41,17,165,2,8,1,0,0,0,0,1,0
1222,30,5,121,2,3.3,1,0,0,0,0,0,1
1223,61,37,20,3,0.4,2,94,0,0,0,0,0
1224,45,19,11,1,0.2,1,91,0,0,0,0,0
1225,59,35,45,1,1.8,3,0,0,0,0,1,0
1226,30,6,118,2,2.8,2,0,1,0,0,0,0
1227,60,36,14,2,0.3,1,109,0,0,0,1,1
1228,39,13,30,3,0.2,2,0,0,0,0,0,0
1229,56,30,45,1,0.2,1,98,0,0,0,0,0
1230,56,32,80,3,2.67,1,0,0,0,0,1,0
1231,27,1,25,4,0.3,2,0,0,0,0,1,1
1232,66,41,144,1,2.5,1,0,0,1,1,1,1
1233,43,19,84,4,0.2,3,297,0,0,0,1,0
1234,53,29,22,2,0.4,1,0,0,0,0,1,0
1235,44,18,33,3,1.5,1,0,0,0,0,1,1
1236,54,28,60,4,2.6,3,0,0,0,0,0,0
1237,31,6,81,4,2.2,2,116,0,0,0,1,0
1238,38,13,169,1,6.8,3,0,1,0,1,1,1
1239,28,2,63,2,1.6,3,0,0,0,0,1,0
1240,51,26,12,2,0.7,3,109,0,0,0,1,1
1241,52,27,15,4,0.8,1,101,0,0,0,0,0
1242,64,38,39,1,0.5,3,0,0,1,1,1,1
1243,29,4,44,4,2,2,0,0,0,0,1,0
1244,34,10,110,1,4,1,0,0,0,0,1,0
1245,33,8,130,3,6.3,2,99,1,0,0,0,1
1246,46,21,41,1,1.4,3,128,0,0,0,1,0
1247,48,22,59,1,1.4,3,241,0,0,0,1,0
1248,52,28,39,2,0.8,1,0,0,0,0,1,0
1249,44,19,35,4,0,2,0,0,0,0,1,0
1250,51,27,80,1,2.6,2,0,0,0,0,1,1
1251,47,20,81,1,2.67,2,0,0,0,0,1,0
1252,39,13,31,2,0.8,3,0,0,0,0,0,0
1253,42,17,93,4,1.9,3,0,0,0,0,0,0
1254,57,33,45,4,1.5,1,204,0,0,0,1,0
1255,36,12,40,2,0.6,3,0,0,0,0,1,1
1256,27,1,80,2,1.6,3,185,0,0,0,1,1
1257,31,7,20,1,0.4,3,0,0,0,0,1,0
1258,63,37,41,1,0.5,3,0,0,0,0,0,1
1259,34,8,31,1,0.3,1,104,0,0,0,1,1
1260,52,27,35,4,0.2,2,0,0,0,0,1,0
1261,57,31,40,3,1.4,3,137,0,0,0,1,1
1262,63,39,84,1,1.8,3,0,0,0,0,0,0
1263,26,1,53,2,1.6,3,0,0,0,0,1,0
1264,35,5,85,4,4,3,0,0,0,0,1,0
1265,58,33,138,2,3.9,1,0,0,0,0,1,0
1266,32,2,71,2,1.75,3,108,0,0,0,0,0
1267,64,39,113,1,0.8,3,0,0,0,0,0,1
1268,50,23,23,2,1,2,0,0,1,0,0,0
1269,34,9,62,3,2.3,1,0,0,0,0,0,0
1270,36,11,14,4,0.2,3,100,0,0,0,1,1
1271,43,18,60,2,2.2,3,0,0,0,0,0,1
1272,28,4,94,3,0.8,1,236,0,0,0,1,0
1273,64,39,83,3,1.8,2,0,0,0,0,1,0
1274,60,35,130,3,6.3,3,437,1,0,1,1,1
1275,62,37,61,4,1.7,1,0,0,0,0,0,0
1276,27,2,92,2,3.1,1,178,0,0,0,1,0
1277,42,16,20,2,0.8,3,117,0,0,0,1,1
1278,45,20,194,2,8.8,1,428,0,0,0,0,0
1279,36,10,74,1,2.5,1,0,0,0,0,0,1
1280,48,22,84,2,0.4,3,145,0,0,0,0,0
1281,65,40,98,3,1.8,2,333,0,0,0,0,0
1282,39,15,52,3,2.33,1,0,0,0,0,1,0
1283,51,26,55,1,1.3,2,236,0,0,0,0,1
1284,30,6,64,4,3.4,1,117,0,0,0,0,0
1285,65,40,128,1,2.5,1,162,0,0,0,1,0
1286,38,13,113,4,1.7,2,0,1,0,0,0,1
1287,29,3,50,3,1.1,2,0,0,0,0,0,1
1288,42,18,54,4,2.2,2,0,0,0,0,0,0
1289,63,38,129,1,0.9,1,366,0,0,0,1,0
1290,46,21,82,4,0.4,1,0,0,0,0,0,0
1291,62,38,100,4,1.7,2,0,0,0,0,1,0
1292,58,34,44,4,2.2,1,0,0,1,0,0,0
1293,56,30,164,4,0.5,2,234,1,0,1,1,1
1294,56,31,81,2,3.7,1,121,0,0,0,1,1
1295,34,10,71,1,0.1,1,257,0,0,0,1,1
1296,42,17,28,1,0.5,3,90,0,0,0,0,0
1297,30,6,80,3,1.5,1,219,0,0,0,1,0
1298,61,35,90,4,1.9,2,0,0,0,0,1,0
1299,38,14,74,1,3.6,2,0,0,0,0,1,1
1300,50,25,14,2,0.7,3,0,0,1,0,1,0
1301,61,36,23,2,0.5,2,103,0,0,0,1,0
1302,41,17,153,1,1.7,1,337,0,0,0,0,1
1303,42,16,38,3,0.9,3,0,0,0,0,0,0
1304,29,5,112,2,2,2,382,0,1,0,0,0
1305,51,26,145,1,8.1,1,397,0,0,0,0,1
1306,32,6,28,2,0.3,2,88,0,0,0,1,0
1307,34,9,31,4,1.1,3,0,0,0,0,1,1
1308,26,2,195,1,6.33,1,0,0,0,0,1,1
1309,54,24,50,3,2,3,0,0,0,0,1,1
1310,38,14,71,4,2,3,0,0,0,0,0,0
1311,62,36,21,3,0.3,3,0,0,0,0,0,0
1312,37,11,35,2,0.8,3,125,0,0,0,0,0
1313,46,21,42,1,2.4,1,0,0,0,0,1,1
1314,52,27,78,4,3.6,3,141,0,0,0,1,0
1315,32,6,73,4,2.2,2,0,0,0,0,0,0
1316,49,25,53,2,1,3,181,0,0,0,0,0
1317,28,3,51,2,1.6,3,123,0,0,0,0,0
1318,55,30,40,2,2.3,3,0,0,0,0,1,0
1319,52,26,178,1,1,1,0,0,0,0,0,0
1320,32,6,35,2,0.3,1,0,0,0,0,0,1
1321,31,7,192,1,0,2,0,1,0,0,1,0
1322,27,3,123,1,5.4,1,0,0,0,0,0,0
1323,32,5,48,2,1.67,2,0,0,1,1,1,1
1324,52,26,45,3,0.6,2,0,0,0,0,0,0
1325,52,28,15,1,0.2,1,0,0,0,0,1,0
1326,50,24,79,1,0.3,1,120,0,0,0,1,0
1327,32,5,63,4,2,2,0,0,1,0,1,0
1328,61,35,30,2,0.2,3,0,0,0,0,1,0
1329,60,36,145,4,6.9,1,380,1,0,0,0,1
1330,28,4,32,3,1,2,0,0,0,0,0,0
1331,34,9,64,2,0.1,1,224,0,0,0,1,1
1332,31,7,84,1,0.1,1,0,0,0,0,1,0
1333,31,5,21,1,0.4,2,0,0,0,0,1,0
1334,62,38,99,4,1.7,2,0,0,0,0,1,0
1335,47,22,35,2,1.3,1,0,0,0,0,1,0
1336,50,24,180,1,1.7,1,0,0,0,0,1,1
1337,36,12,42,1,1.33,1,0,0,0,0,1,0
1338,26,0,179,4,2.1,2,0,1,0,0,0,0
1339,51,27,42,4,0.1,3,0,0,0,0,0,0
1340,52,25,180,2,9,2,297,1,0,0,1,0
1341,35,11,82,4,3.4,1,0,0,0,0,0,0
1342,42,16,55,2,0.7,1,149,0,0,0,0,0
1343,36,12,79,2,2.2,1,0,0,0,0,1,0
1344,41,17,48,2,0.6,3,215,0,0,0,0,1
1345,49,25,93,1,2.7,1,0,0,1,0,1,0
1346,57,32,23,2,0.2,3,0,0,0,0,0,0
1347,44,20,50,3,2.33,1,200,0,0,0,0,0
1348,60,34,85,2,2,1,0,0,0,0,1,0
1349,38,14,35,1,1.5,2,97,0,0,0,1,0
1350,26,2,171,3,6,2,0,1,0,0,1,0
1351,29,2,29,4,1.5,2,0,0,0,0,0,1
1352,59,35,84,1,1.8,3,0,0,0,0,1,1
1353,51,27,20,4,0.5,2,0,0,0,0,1,0
1354,50,25,14,1,0.4,3,0,0,0,0,1,1
1355,35,10,179,1,8.6,1,357,0,0,0,0,0
1356,61,37,48,1,0.8,1,158,0,0,0,1,0
1357,42,16,74,1,2.8,1,0,0,0,0,1,0
1358,55,29,53,1,1.4,1,0,0,0,0,0,0
1359,50,25,83,1,2.8,2,0,0,0,0,1,1
1360,64,40,171,2,2.1,1,433,0,0,0,0,0
1361,54,28,85,4,4.9,1,0,0,0,0,1,0
1362,50,26,38,4,0.9,2,0,0,0,0,1,0
1363,31,5,85,3,1.6,1,157,0,0,0,1,1
1364,32,8,79,1,0.1,1,0,0,0,0,0,0
1365,44,19,69,4,0.4,1,0,0,0,0,0,0
1366,60,35,43,3,0.9,3,0,0,0,0,1,1
1367,60,34,33,2,0.3,1,101,0,0,0,1,0
1368,62,38,42,3,0.1,3,149,0,0,0,0,1
1369,46,21,40,4,1.9,3,122,0,0,0,1,0
1370,57,33,43,1,1.8,3,0,0,0,0,0,0
1371,30,5,20,4,0.5,3,117,0,0,0,0,0
1372,58,32,65,3,2.5,1,222,0,0,0,1,0
1373,39,13,139,3,3.4,1,483,1,0,0,1,0
1374,60,35,135,3,0.3,3,0,1,0,0,1,0
1375,59,34,84,3,1.6,3,0,0,0,0,1,0
1376,50,26,179,1,2.9,3,0,1,0,0,0,1
1377,63,39,45,4,1.3,2,86,0,0,0,0,0
1378,27,3,109,2,2.5,1,0,0,0,0,1,0
1379,54,29,34,4,0.1,3,0,0,0,0,1,0
1380,62,37,162,1,1.3,1,0,0,0,0,1,0
1381,60,34,105,2,1.4,1,0,0,0,0,1,0
1382,38,12,22,3,0.2,2,0,0,0,0,1,0
1383,34,8,82,2,1.8,1,178,0,0,0,1,1
1384,65,41,105,4,1.7,2,230,0,1,0,1,0
1385,55,31,62,1,1.8,3,0,0,0,0,1,0
1386,57,31,82,2,2,1,83,0,0,0,0,1
1387,27,3,72,4,0,1,0,0,0,0,1,0
1388,35,10,38,4,1.7,1,0,0,0,0,1,1
1389,52,28,25,4,1,1,0,0,0,0,0,0
1390,45,15,20,1,0.75,3,0,0,0,0,1,0
1391,29,3,80,4,1.8,2,0,0,0,0,1,1
1392,44,18,84,3,1.1,1,0,0,0,0,0,0
1393,47,23,33,1,1,1,0,0,0,0,1,1
1394,62,37,55,3,0.9,3,0,0,0,0,1,0
1395,52,27,33,2,0.7,2,0,0,0,0,0,1
1396,47,23,190,4,0.3,3,305,1,0,0,0,0
1397,42,18,43,1,0.3,3,158,0,0,0,0,0
1398,65,41,45,3,0.1,3,0,0,0,0,1,0
1399,42,18,141,1,3.5,1,0,0,0,0,0,0
1400,40,16,69,4,2.4,1,0,0,0,0,1,0
1401,32,8,78,4,0.1,2,0,0,0,0,1,0
1402,40,15,84,1,3.7,3,0,0,0,0,1,0
1403,55,29,172,1,5.2,2,0,1,0,0,0,0
1404,32,6,51,4,0.2,1,154,0,1,0,0,1
1405,58,28,75,1,1.4,3,0,0,0,0,1,0
1406,46,22,183,1,3.1,2,0,1,0,1,1,1
1407,53,23,20,4,0.4,3,0,0,0,0,1,1
1408,63,39,101,2,3.9,3,294,1,0,0,1,0
1409,40,14,129,1,5.9,3,0,1,0,0,1,0
1410,41,17,63,2,3.2,1,0,0,0,0,0,0
1411,60,35,44,4,2.1,1,0,0,0,0,0,0
1412,65,39,184,1,5.4,3,176,1,0,1,1,1
1413,59,33,100,2,2,1,127,0,0,0,0,0
1414,48,24,12,3,0.4,1,0,0,0,0,0,0
1415,59,33,68,2,2.3,3,128,0,1,0,1,0
1416,33,8,48,1,1,1,212,0,0,0,1,0
1417,40,15,82,2,0.4,1,0,0,0,0,0,0
1418,42,18,52,2,2.5,1,0,0,0,0,0,0
1419,65,41,154,2,4.6,2,0,1,1,1,1,1
1420,30,4,39,1,1.5,1,0,0,0,0,0,1
1421,30,4,40,1,0.3,1,0,0,0,1,1,1
1422,42,17,54,4,1.9,3,164,0,0,0,0,0
1423,32,8,32,2,1,2,103,0,0,1,1,1
1424,55,30,64,2,2.3,3,0,0,0,0,0,0
1425,29,3,92,2,1.3,1,287,0,0,0,1,0
1426,64,38,40,1,2.5,3,94,0,0,0,1,1
1427,37,11,60,3,0.5,3,0,0,0,0,1,0
1428,31,5,85,2,1.3,1,119,0,0,0,1,1
1429,25,-1,21,4,0.4,1,90,0,0,0,1,0
1430,31,5,35,1,0.6,3,171,0,0,0,0,0
1431,32,7,52,2,0.1,1,0,0,0,0,1,0
1432,58,34,128,1,7.4,1,0,0,0,0,0,0
1433,26,2,195,1,6.33,1,0,0,0,0,0,0
1434,51,25,68,2,1.5,2,117,0,0,0,0,1
1435,65,41,55,2,1.1,1,0,0,0,0,0,0
1436,43,17,55,1,0.2,1,0,0,0,0,1,0
1437,46,21,80,4,0.4,1,0,0,0,0,1,1
1438,28,3,123,1,0.8,1,146,0,0,0,0,0
1439,63,37,90,4,1.9,2,106,0,1,0,1,0
1440,59,29,61,1,1.4,3,0,0,0,0,0,0
1441,42,15,41,3,2.5,2,0,0,0,0,1,0
1442,58,33,43,2,1.6,3,0,0,0,0,1,0
1443,39,13,71,3,0.1,1,162,0,1,0,1,0
1444,36,12,25,4,1,1,0,0,0,0,1,0
1445,60,33,154,1,3,2,0,1,1,1,1,0
1446,47,21,141,1,2.4,1,0,0,0,0,0,0
1447,29,4,22,2,0.9,3,110,0,0,0,0,0
1448,52,28,145,2,6.8,1,0,0,0,0,1,0
1449,41,16,49,3,0.5,3,0,0,0,0,1,0
1450,63,37,109,1,2,1,0,0,0,0,1,0
1451,59,34,80,3,0.5,1,0,0,0,0,1,1
1452,44,20,82,4,1.4,2,201,0,0,0,1,1
1453,54,28,52,4,2.5,1,0,0,0,0,1,0
1454,29,5,85,3,2.5,1,0,0,0,0,1,1
1455,51,25,148,1,1,1,0,0,0,0,0,0
1456,63,39,160,2,2.1,1,0,0,0,0,0,1
1457,36,11,39,4,1.7,1,0,0,0,0,1,0
1458,42,16,25,2,0.8,3,0,0,0,0,0,1
1459,51,25,33,1,1.4,3,0,0,0,0,1,1
1460,47,20,38,3,2.5,2,0,0,0,0,0,0
1461,40,16,85,4,0.2,3,0,0,0,0,1,1
1462,54,28,48,1,0.2,1,0,0,0,0,1,0
1463,47,21,15,4,0.6,3,77,0,0,0,1,0
1464,35,10,94,1,0,1,174,0,0,0,1,0
1465,28,4,120,2,0.6,1,0,0,0,0,1,0
1466,45,19,60,1,0.7,3,159,0,0,0,1,0
1467,33,9,145,2,4.33,1,277,0,0,0,0,1
1468,62,36,29,2,0.7,3,0,0,0,0,0,0
1469,45,18,78,3,2.67,2,0,0,0,0,1,0
1470,59,35,59,4,1.2,2,0,0,0,0,1,0
1471,58,28,80,2,4.5,3,0,0,0,0,0,1
1472,52,26,180,1,1,1,0,0,0,0,1,1
1473,34,8,8,3,0.1,2,83,0,0,0,1,0
1474,65,35,23,1,1.5,3,0,0,0,0,1,0
1475,48,23,79,2,3.8,3,0,0,0,0,1,0
1476,44,19,78,2,3.8,3,268,0,0,0,0,0
1477,61,37,64,1,0,2,0,0,0,0,0,1
1478,40,14,64,4,0.2,3,0,0,0,0,1,1
1479,65,39,160,4,3.8,1,237,1,0,0,1,0
1480,28,4,43,1,1,3,102,0,0,0,0,0
1481,67,42,32,1,1.1,3,0,0,0,0,0,1
1482,35,9,179,2,0,1,76,0,1,0,1,0
1483,60,35,8,1,0.1,1,0,0,0,0,1,0
1484,58,32,63,1,1.6,1,0,0,1,0,1,0
1485,55,30,40,2,2.3,3,0,0,1,0,1,0
1486,34,9,99,4,2.2,2,155,0,0,0,1,0
1487,35,9,141,2,4.5,2,0,1,0,0,0,0
1488,28,4,159,1,1.5,1,0,0,0,0,1,1
